1000
Patrik 329603005
Josip 239 911056231
Josip 240 850427727
Josip 241 796037544
Josip 241 803766904
Josip 243 419348928
Josip 242 839690061
Josip 242 891925235
Josip 246 268927333
Josip 246 728642790
Josip 246 886971444
Josip 249 268972138
Josip 249 486670188
Josip 249 670802647
Josip 250 956528088
Josip 253 496187684
Josip 253 675599069
Josip 253 685606332
Josip 254 710776805
Josip 254 727371483
Josip 255 917581899
Josip 257 730534376
Josip 260 949074232
Josip 261 536114174
Josip 261 970333733
Josip 262 831426367
Josip 262 889526995
Josip 264 553779377
Josip 264 646778290
Josip 266 531806650
Josip 267 828375001
Josip 268 730999170
Josip 268 806161132
Josip 269 813971478
Josip 272 137792540
Josip 273 582381439
Josip 273 766587408
Josip 274 528610034
Josip 276 910770882
Josip 276 982698409
Josip 278 985093837
Josip 279 605871916
Josip 279 854367963
Josip 279 858500599
Josip 280 789740601
Josip 281 681352814
Josip 283 293927848
Josip 283 396631483
Josip 284 727059520
Josip 286 733853727
Josip 287 419245278
Josip 288 449235478
Josip 290 319323817
Josip 290 847132993
Josip 290 887301026
Josip 290 942477791
Josip 294 623795538
Josip 294 998357844
Josip 294 999556193
Josip 294 999768446
Josip 294 999925981
Josip 295 601735480
Josip 296 422495695
Josip 296 455779901
Josip 301 313206345
Josip 296 943613242
Josip 303 500257184
Josip 305 24154854
Josip 301 839055925
Josip 302 838256176
Josip 302 934338018
Josip 306 895145650
Josip 308 885153158
Josip 306 990512853
Josip 308 958590792
Josip 312 731842640
Josip 314 882057658
Josip 314 929920249
Josip 316 49543395
Josip 316 617988386
Josip 315 846141186
Josip 315 848195988
Josip 318 744609578
Josip 318 946300902
Josip 318 954613954
Josip 319 783809643
Josip 322 102356336
Josip 322 527893570
Josip 326 602631366
Josip 326 962835212
Josip 326 968672448
Josip 326 993668709
Josip 327 698377428
Josip 329 602343858
Josip 328 952469896
Josip 331 729726881
Josip 331 914710593
Josip 332 968392879
Josip 333 950249088
Josip 337 891111094
Josip 337 951525669
Josip 338 175226130
Josip 339 776602113
Josip 339 856001087
Josip 341 463293543
Josip 343 497382790
Josip 344 384013836
Josip 344 407737194
Josip 343 998820553
Josip 346 978554784
Josip 346 981601833
Josip 348 498881065
Josip 348 967390096
Josip 351 649405865
Josip 352 138119867
Josip 352 252119250
Josip 354 802273543
Josip 355 445997390
Josip 356 964739447
Josip 356 985343892
Josip 357 620385697
Josip 357 931844746
Josip 358 971431676
Josip 357 997930638
Josip 360 534873793
Josip 362 631028479
Josip 360 868752771
Josip 362 892527297
Josip 361 996633756
Josip 364 526961935
Josip 363 918533678
Josip 368 518711435
Josip 368 547074221
Josip 370 381933739
Josip 371 845995892
Josip 372 745618883
Josip 373 283737574
Josip 375 395089659
Josip 376 856968527
Josip 376 936349564
Josip 377 526596186
Josip 377 596375223
Josip 380 811628353
Josip 381 39621899
Josip 379 963596960
Josip 381 769501860
Josip 384 757956513
Josip 384 831951666
Josip 384 855897526
Josip 386 215505568
Josip 386 697182326
Josip 387 986500260
Josip 389 871615529
Josip 390 724813004
Josip 391 669277491
Josip 391 788223452
Josip 391 974195777
Josip 395 601805129
Josip 394 832692724
Josip 397 38784418
Josip 394 896990486
Josip 398 956487184
Josip 398 963152829
Josip 401 822394086
Josip 402 420923824
Josip 403 377255087
Josip 404 427397379
Josip 403 841396429
Josip 406 776405035
Josip 405 922655752
Josip 405 963375282
Josip 406 964324462
Josip 406 982413430
Josip 407 697374738
Josip 408 645421031
Josip 409 867269624
Josip 414 567095789
Josip 414 907215034
Josip 414 999142761
Josip 415 516505865
Josip 417 542627789
Josip 419 632744669
Josip 419 989666566
Josip 421 234902967
Josip 421 352142043
Josip 422 587426246
Josip 421 917462908
Josip 421 938340312
Josip 426 430638461
Josip 426 935570440
Josip 427 765648327
Josip 428 638375031
Josip 430 856940744
Josip 430 907319755
Josip 432 100224973
Josip 431 253036575
Josip 433 563933573
Josip 435 43449291
Josip 431 922456133
Josip 437 881242748
Josip 438 737600265
Josip 438 815715333
Josip 438 859841774
Josip 440 109859177
Josip 438 958189820
Josip 441 136304941
Josip 443 581517806
Josip 442 936878003
Josip 445 820532565
Josip 447 883061829
Josip 447 964291503
Josip 448 666946961
Josip 449 606046445
Josip 449 753262059
Josip 451 466161384
Josip 453 729190827
Josip 453 758669882
Josip 454 925340510
Josip 454 994445544
Josip 457 986276355
Josip 457 989880529
Josip 458 576432961
Josip 459 631647002
Josip 461 79478917
Josip 462 340308405
Josip 460 517277737
Josip 460 697972645
Josip 463 839353103
Josip 464 933009243
Josip 465 982056889
Josip 466 784289184
Josip 469 152253894
Josip 468 753050354
Josip 469 758276177
Josip 470 706051939
Josip 470 957902387
Josip 470 969958200
Josip 470 995487928
Josip 470 995791949
Josip 470 997307502
Josip 473 607521086
Josip 475 550572987
Josip 472 949611976
Josip 481 511843554
Josip 482 505380982
Josip 482 748432306
Josip 482 913326817
Josip 482 999237902
Josip 485 764149417
Josip 484 983745568
Josip 485 946237265
Josip 487 644753744
Josip 487 892440973
Josip 488 932641303
Josip 491 205521436
Josip 493 34486595
Josip 490 744725958
Josip 491 847384366
Josip 493 849825799
Josip 494 859832068
Josip 496 409143661
Josip 498 858020152
Josip 500 438545262
Josip 501 501597781
Josip 502 943779170
Josip 502 997619026
Josip 502 998972922
Josip 504 39296784
Josip 505 302125958
Josip 507 253348943
Josip 507 809501370
Josip 507 858733739
Josip 508 875155439
Josip 508 917269141
Josip 510 646852837
Josip 513 898784692
Josip 513 938160331
Josip 515 806659049
Josip 515 920063168
Josip 515 992446541
Josip 518 621298626
Josip 518 800308335
Josip 516 992735161
Josip 517 949592378
Josip 518 945074107
Josip 518 994057577
Josip 521 191210391
Josip 525 470500862
Josip 520 729097353
Josip 525 595390928
Josip 524 744342438
Josip 521 973957690
Josip 520 981466990
Josip 522 927608839
Josip 522 988765718
Josip 530 160178326
Josip 533 441595453
Josip 530 992327707
Josip 535 654410989
Josip 537 46090132
Josip 538 266734523
Josip 537 702018043
Josip 538 928271620
Josip 541 975731413
Josip 542 181860262
Josip 543 273168394
Josip 542 538342653
Josip 544 727400069
Josip 545 648915780
Josip 544 857014263
Josip 545 883607607
Josip 549 327329569
Josip 550 379231198
Josip 547 974278982
Josip 552 515236559
Josip 551 749993120
Josip 551 875745139
Josip 555 690138773
Josip 556 234634794
Josip 557 303457623
Josip 556 749218034
Josip 557 939732562
Josip 557 976926380
Josip 560 470248756
Josip 559 914724406
Josip 563 812090117
Josip 564 823656682
Josip 565 591151857
Josip 565 769931006
Josip 565 907688955
Josip 568 329672959
Josip 567 801081737
Josip 568 667530188
Josip 569 953976323
Josip 569 965969919
Josip 570 941489735
Josip 573 631068448
Josip 573 920347623
Josip 574 947205067
Josip 575 833200170
Josip 577 634157286
Josip 579 783244489
Josip 580 685749070
Josip 580 959317008
Josip 582 518828131
Josip 583 883101784
Josip 583 990237011
Josip 584 802859678
Josip 586 217630010
Josip 585 974042335
Josip 585 989722957
Josip 589 398131454
Josip 587 745340981
Josip 589 764129978
Josip 590 621305144
Josip 593 164101096
Josip 591 694364680
Josip 590 981400982
Josip 595 536407515
Josip 593 980229406
Josip 593 993497485
Josip 593 996051913
Josip 599 103802409
Josip 598 649459521
Josip 597 919658386
Josip 602 462318806
Josip 602 953141132
Josip 605 78807140
Josip 606 944102251
Josip 607 87530358
Josip 607 878803401
Josip 609 839967907
Josip 609 987769929
Josip 609 997133416
Josip 609 999000130
Josip 611 486241235
Josip 611 914271377
Josip 615 665207058
Josip 616 243185208
Josip 615 966879144
Josip 618 390239266
Josip 619 47820224
Josip 617 764375584
Josip 617 977148555
Josip 622 60691308
Josip 618 995224580
Josip 618 995957094
Josip 622 745988221
Josip 623 853251391
Josip 623 913731340
Josip 626 775791526
Josip 629 717641248
Josip 630 308844972
Josip 630 941724440
Josip 631 786538251
Josip 633 345488142
Josip 632 499422601
Josip 635 979322905
Josip 635 999400026
Josip 635 999898928
Josip 635 999988742
Josip 638 462382497
Josip 637 973175805
Josip 641 171703726
Josip 641 523824110
Josip 643 731066807
Josip 643 759711621
Josip 644 62427552
Josip 646 119787236
Josip 647 425586110
Josip 645 688962051
Josip 644 766408427
Josip 649 813327082
Josip 650 771230178
Josip 649 856499039
Josip 652 631202226
Josip 652 952326014
Josip 654 868595969
Josip 654 882304312
Josip 655 995255942
Josip 655 998867645
Josip 655 999640026
Josip 655 999895026
Josip 655 999923284
Josip 656 511014521
Josip 657 710903609
Josip 662 794285714
Josip 664 996453972
Josip 666 559615069
Josip 667 350756095
Josip 666 912741162
Josip 667 603539672
Josip 670 327375029
Josip 670 410251067
Josip 669 724342727
Josip 668 813030511
Josip 670 667788734
Josip 668 945050127
Josip 671 544768638
Josip 673 682368777
Josip 675 972888113
Josip 675 995510121
Josip 675 999356435
Josip 677 933783483
Josip 677 999839413
Josip 682 932975204
Josip 684 798943048
Josip 684 803942806
Josip 685 929368289
Josip 685 999994454
Josip 685 999995024
Josip 685 999998394
Josip 685 999999209
Josip 689 518540373
Josip 691 779740162
Josip 691 922208807
Josip 689 984698466
Josip 689 999353260
Josip 695 466807425
Josip 696 734967752
Josip 697 462078405
Josip 698 413144674
Josip 700 409310760
Josip 700 460265731
Josip 700 739259416
Josip 703 875981355
Josip 703 990209492
Josip 704 331392099
Josip 704 595160470
Josip 706 946066813
Josip 706 967444037
Josip 707 839771356
Josip 710 428794599
Josip 710 517153470
Josip 712 944040475
Josip 713 475831273
Josip 713 514680086
Josip 713 640503311
Josip 715 719664722
Josip 717 433109021
Josip 718 317053264
Josip 718 631554733
Josip 720 255907981
Josip 720 924672993
Josip 720 944856116
Josip 721 948220961
Josip 723 893988660
Josip 723 931843252
Josip 725 670285126
Josip 727 244084382
Josip 726 953196686
Josip 728 803252738
Josip 729 952001664
Josip 731 906329782
Josip 731 914806116
Josip 731 998793398
Josip 732 345095842
Josip 732 592028029
Josip 736 45250265
Josip 733 778587905
Josip 737 426618147
Josip 737 541323418
Josip 736 679475537
Josip 740 182310490
Josip 737 895886498
Josip 737 929838684
Josip 736 989920369
Josip 741 762996651
Josip 746 33798373
Josip 741 951337585
Josip 743 765567939
Josip 748 100817731
Josip 750 922670446
Josip 751 160268935
Josip 752 101219466
Josip 752 219757181
Josip 754 988414998
Josip 754 994778270
Josip 754 997977744
Josip 755 536916567
Josip 755 613366045
Josip 757 754869733
Josip 756 846958452
Josip 759 353654967
Josip 759 784154174
Josip 762 503396265
Josip 761 720905025
Josip 765 25717244
Josip 765 260061920
Josip 766 424283736
Josip 768 467307399
Josip 765 997605076
Josip 770 397678284
Josip 769 729580292
Josip 772 606559981
Josip 772 983456767
Josip 774 148833602
Josip 773 776374370
Josip 774 856384714
Josip 775 939167040
Josip 778 510399189
Josip 779 969497415
Josip 780 806909458
Josip 781 277227763
Josip 782 11795917
Josip 781 980168160
Josip 781 981851503
Josip 785 681508397
Josip 786 820188354
Josip 787 565844759
Josip 788 368274576
Josip 788 526925657
Josip 790 877110116
Josip 791 910005922
Josip 791 910449031
Josip 793 635194569
Josip 794 464070692
Josip 795 868629254
Josip 796 478033320
Josip 796 510643610
Josip 797 412003813
Josip 797 643165574
Josip 800 203611177
Josip 800 334974704
Josip 797 979305354
Josip 802 248627138
Josip 804 116228836
Josip 805 471416621
Josip 802 847705730
Josip 806 773698682
Josip 806 914595596
Josip 806 915958474
Josip 807 990846111
Josip 807 997761207
Josip 810 563180222
Josip 809 801998552
Josip 810 864275111
Josip 810 930969831
Josip 816 676423148
Josip 816 979275950
Josip 816 994249425
Josip 818 91008130
Josip 819 937154986
Josip 821 141797383
Josip 821 939542958
Josip 821 989683369
Josip 824 537527265
Josip 825 432586433
Josip 826 767603223
Josip 826 795985892
Josip 826 818458159
Josip 829 396687168
Josip 829 445830464
Josip 829 960253584
Josip 832 507490078
Josip 832 783345318
Josip 832 795091763
Josip 834 484499434
Josip 833 856896542
Josip 834 861620010
Josip 837 535649517
Josip 838 724153926
Josip 838 779224564
Josip 839 989607682
Josip 841 487346536
Josip 840 847115686
Josip 842 330610888
Josip 843 826677010
Josip 845 923233475
Josip 844 933422163
Josip 846 946885745
Josip 846 957298287
Josip 848 605026248
Josip 849 438389089
Josip 852 949597681
Josip 853 354391138
Josip 853 828401147
Josip 855 116114143
Josip 856 92291587
Josip 857 672591345
Josip 856 841878793
Josip 855 982956147
Josip 858 294964213
Josip 857 983353485
Josip 859 376678547
Josip 861 535364696
Josip 861 613938598
Josip 861 967712693
Josip 864 792159600
Josip 866 927810300
Josip 867 578228522
Josip 867 611267717
Josip 870 590940031
Josip 870 815631652
Josip 869 889707066
Josip 869 971092566
Josip 871 758340900
Josip 875 29202522
Josip 875 363432820
Josip 872 917913891
Josip 873 994670386
Josip 874 978365563
Josip 880 150271749
Josip 875 864526307
Josip 880 374212864
Josip 882 794060672
Josip 881 995219785
Josip 885 366515487
Josip 884 751389779
Josip 884 938729524
Josip 886 662605054
Josip 886 832777327
Josip 889 301433234
Josip 886 982828312
Josip 890 231849595
Josip 888 668063393
Josip 889 753703939
Josip 895 124196121
Josip 892 803815405
Josip 894 956132924
Josip 896 915680312
Josip 899 496808540
Josip 898 888836490
Josip 899 919968448
Josip 902 575487689
Josip 902 805357494
Josip 904 709608871
Josip 903 988910903
Josip 903 989170130
Josip 907 904066143
Josip 905 973969100
Josip 907 960468459
Josip 908 877378297
Josip 911 235641989
Josip 912 358140729
Josip 912 661953054
Josip 913 587490608
Josip 915 695417589
Josip 914 991052035
Josip 916 578255954
Josip 918 583395291
Josip 918 800780291
Josip 919 323286287
Josip 919 781824385
Josip 921 909678595
Josip 922 821362690
Josip 922 923368346
Josip 923 825186940
Josip 923 903725520
Josip 926 379273261
Josip 928 532030772
Josip 929 562423111
Josip 930 36288841
Josip 930 266114986
Josip 931 981032961
Josip 933 806679264
Josip 933 886425293
Josip 935 990710890
Josip 935 994234250
Josip 935 996994249
Josip 937 130436900
Josip 936 841354869
Josip 938 879177653
Josip 937 982886608
Josip 942 68298026
Josip 941 209159011
Josip 944 373094634
Josip 944 948634040
Josip 943 996382705
Josip 944 975497161
Josip 948 364305685
Josip 946 680017986
Josip 949 539064760
Josip 947 996704763
Josip 951 738988194
Josip 950 991718081
Josip 952 944784672
Josip 953 401103452
Josip 955 312301000
Josip 953 990640588
Josip 953 996644144
Josip 958 238767377
Josip 960 503181614
Josip 959 810684486
Josip 962 118913781
Josip 961 641593521
Josip 964 188453052
Josip 965 707445592
Josip 964 956375037
Josip 966 598965780
Josip 966 931198739
Josip 969 692968822
Josip 970 348381588
Josip 971 375220845
Josip 970 984406226
Josip 973 783171987
Josip 974 129855730
Josip 973 952507846
Josip 975 480084563
Josip 977 132612431
Josip 976 785496080
Josip 974 975746037
Josip 980 622146265
Josip 980 902883912
Josip 979 954767121
Josip 983 643871402
Josip 984 101552679
Josip 984 692721095
Josip 986 144636861
Josip 986 974174296
Josip 988 543563885
Josip 988 619279848
Josip 990 683938483
Josip 989 801523460
Josip 992 413480029
Josip 991 525731595
Josip 993 564301516
Josip 994 562695862
Josip 996 921413781
Josip 995 990721374
Josip 996 954899174
Josip 996 960051006
