1000
Patrik 856
Patrik 915
Josip 192 751
Josip 195 992
Josip 197 689
Josip 197 990
Josip 199 242
Josip 199 458
Josip 200 520
Josip 202 523
Josip 202 985
Josip 203 488
Josip 203 954
Josip 206 476
Josip 207 466
Josip 206 977
Josip 208 798
Josip 210 462
Josip 211 556
Josip 212 405
Josip 211 997
Josip 213 950
Josip 215 48
Josip 214 988
Josip 217 695
Josip 215 849
Josip 219 951
Josip 219 989
Josip 221 913
Josip 222 761
Josip 223 430
Josip 224 785
Josip 225 901
Josip 226 562
Josip 227 101
Josip 226 836
Josip 227 561
Josip 229 461
Josip 228 922
Josip 229 904
Josip 230 999
Josip 234 657
Josip 235 406
Josip 235 993
Josip 237 703
Josip 237 716
Josip 239 437
Josip 238 599
Josip 239 944
Josip 242 99
Josip 240 887
Josip 244 884
Josip 244 942
Josip 245 579
Josip 245 818
Josip 247 873
Josip 249 993
Josip 249 998
Josip 249 1000
Josip 252 908
Josip 251 1000
Josip 254 839
Josip 253 945
Josip 255 210
Josip 256 406
Josip 257 216
Josip 259 174
Josip 260 21
Josip 256 762
Josip 262 504
Josip 259 986
Josip 260 837
Josip 263 488
Josip 263 989
Josip 266 743
Josip 268 688
Josip 269 324
Josip 270 826
Josip 270 863
Josip 270 953
Josip 272 349
Josip 274 90
Josip 275 383
Josip 276 670
Josip 277 568
Josip 278 267
Josip 278 737
Josip 280 561
Josip 280 685
Josip 280 978
Josip 282 735
Josip 283 514
Josip 282 851
Josip 286 59
Josip 283 913
Josip 284 500
Josip 285 992
Josip 289 932
Josip 288 996
Josip 288 999
Josip 289 999
Josip 294 127
Josip 291 400
Josip 293 765
Josip 297 522
Josip 296 998
Josip 299 855
Josip 300 750
Josip 300 835
Josip 300 912
Josip 301 738
Josip 303 879
Josip 303 883
Josip 303 896
Josip 306 913
Josip 308 727
Josip 309 408
Josip 310 212
Josip 310 509
Josip 311 817
Josip 311 838
Josip 312 770
Josip 315 984
Josip 316 853
Josip 317 523
Josip 318 49
Josip 319 847
Josip 319 999
Josip 321 327
Josip 321 535
Josip 322 264
Josip 324 492
Josip 324 584
Josip 324 977
Josip 325 657
Josip 328 765
Josip 327 938
Josip 330 658
Josip 331 841
Josip 331 843
Josip 332 751
Josip 333 836
Josip 335 409
Josip 336 331
Josip 335 824
Josip 336 922
Josip 337 648
Josip 338 737
Josip 341 553
Josip 339 854
Josip 340 996
Josip 341 996
Josip 343 752
Josip 346 555
Josip 347 186
Josip 346 982
Josip 349 602
Josip 348 894
Josip 350 206
Josip 352 646
Josip 351 875
Josip 350 967
Josip 353 146
Josip 354 978
Josip 355 962
Josip 357 490
Josip 358 708
Josip 358 909
Josip 360 218
Josip 362 506
Josip 361 663
Josip 364 221
Josip 365 480
Josip 364 946
Josip 365 953
Josip 368 219
Josip 368 394
Josip 370 409
Josip 368 866
Josip 372 447
Josip 370 962
Josip 370 985
Josip 371 761
Josip 375 201
Josip 371 938
Josip 371 982
Josip 371 995
Josip 380 551
Josip 380 879
Josip 382 240
Josip 383 907
Josip 384 191
Josip 385 843
Josip 386 326
Josip 387 535
Josip 386 984
Josip 386 995
Josip 388 337
Josip 391 764
Josip 389 987
Josip 389 995
Josip 394 539
Josip 393 611
Josip 393 620
Josip 394 990
Josip 397 571
Josip 396 581
Josip 395 814
Josip 397 862
Josip 400 631
Josip 399 921
Josip 404 714
Josip 404 832
Josip 405 443
Josip 406 523
Josip 405 684
Josip 405 739
Josip 406 665
Josip 409 831
Josip 412 129
Josip 413 766
Josip 413 887
Josip 415 698
Josip 414 961
Josip 416 285
Josip 417 302
Josip 418 855
Josip 420 564
Josip 420 765
Josip 422 362
Josip 421 827
Josip 421 852
Josip 424 301
Josip 426 455
Josip 425 825
Josip 425 997
Josip 429 956
Josip 430 920
Josip 431 868
Josip 431 975
Josip 433 295
Josip 433 590
Josip 434 353
Josip 436 264
Josip 437 914
Josip 437 932
Josip 438 656
Josip 440 855
Josip 441 138
Josip 442 785
Josip 442 848
Josip 441 994
Josip 444 864
Josip 444 880
Josip 443 962
Josip 444 939
Josip 444 982
Josip 450 598
Josip 451 529
Josip 452 732
Josip 453 231
Josip 453 626
Josip 455 480
Josip 456 361
Josip 457 474
Josip 458 526
Josip 459 244
Josip 460 177
Josip 461 751
Josip 460 953
Josip 461 793
Josip 463 771
Josip 464 935
Josip 462 978
Josip 467 325
Josip 467 843
Josip 469 400
Josip 470 160
Josip 470 596
Josip 470 690
Josip 470 854
Josip 472 655
Josip 472 826
Josip 473 803
Josip 472 963
Josip 477 250
Josip 475 788
Josip 479 752
Josip 479 875
Josip 482 671
Josip 483 753
Josip 484 164
Josip 483 976
Josip 483 986
Josip 486 505
Josip 485 897
Josip 487 856
Josip 485 926
Josip 490 485
Josip 488 878
Josip 489 660
Josip 488 1000
Josip 493 844
Josip 493 854
Josip 492 937
Josip 492 974
Josip 493 985
Josip 494 942
Josip 495 938
Josip 498 265
Josip 497 345
Josip 502 374
Josip 499 688
Josip 502 652
Josip 506 198
Josip 497 995
Josip 504 837
Josip 506 408
Josip 508 502
Josip 509 1000
Josip 511 848
Josip 510 973
Josip 513 883
Josip 514 948
Josip 517 980
Josip 518 968
Josip 519 56
Josip 519 464
Josip 520 437
Josip 522 216
Josip 520 771
Josip 521 585
Josip 520 995
Josip 521 692
Josip 524 901
Josip 528 488
Josip 529 784
Josip 529 808
Josip 529 821
Josip 532 551
Josip 533 229
Josip 532 851
Josip 534 186
Josip 531 983
Josip 531 995
Josip 538 910
Josip 539 471
Josip 539 691
Josip 539 775
Josip 540 316
Josip 540 616
Josip 540 940
Josip 541 813
Josip 545 877
Josip 547 677
Josip 547 846
Josip 548 946
Josip 548 983
Josip 551 995
Josip 551 996
Josip 552 639
Josip 554 71
Josip 555 785
Josip 556 717
Josip 556 886
Josip 558 819
Josip 559 454
Josip 559 944
Josip 560 503
Josip 561 266
Josip 562 359
Josip 563 911
Josip 565 769
Josip 566 422
Josip 566 801
Josip 566 826
Josip 569 253
Josip 568 379
Josip 568 834
Josip 571 661
Josip 570 826
Josip 570 962
Josip 571 930
Josip 573 576
Josip 572 912
Josip 576 617
Josip 579 498
Josip 578 739
Josip 577 950
Josip 579 905
Josip 580 843
Josip 583 808
Josip 584 706
Josip 586 201
Josip 585 906
Josip 587 601
Josip 588 272
Josip 589 459
Josip 591 196
Josip 592 945
Josip 592 996
Josip 593 236
Josip 594 838
Josip 595 906
Josip 596 442
Josip 597 448
Josip 597 819
Josip 598 939
Josip 600 872
Josip 602 274
Josip 602 535
Josip 604 85
Josip 602 791
Josip 602 891
Josip 604 359
Josip 606 493
Josip 607 1000
Josip 608 999
Josip 611 96
Josip 612 821
Josip 611 931
Josip 612 995
Josip 613 889
Josip 614 970
Josip 615 938
Josip 615 943
Josip 617 647
Josip 616 811
Josip 620 274
Josip 617 976
Josip 618 968
Josip 619 969
Josip 620 677
Josip 621 837
Josip 621 997
Josip 625 764
Josip 623 893
Josip 629 181
Josip 629 645
Josip 628 855
Josip 629 779
Josip 634 71
Josip 632 542
Josip 632 591
Josip 637 482
Josip 637 699
Josip 639 671
Josip 639 985
Josip 640 699
Josip 640 829
Josip 641 825
Josip 643 704
Josip 645 110
Josip 645 156
Josip 647 723
Josip 646 782
Josip 649 810
Josip 650 539
Josip 650 844
Josip 652 150
Josip 652 740
Josip 652 941
Josip 652 952
Josip 653 952
Josip 657 167
Josip 656 374
Josip 654 713
Josip 658 692
Josip 661 740
Josip 662 976
Josip 663 632
Josip 664 913
Josip 665 509
Josip 665 689
Josip 666 820
Josip 667 998
Josip 668 527
Josip 670 719
Josip 669 988
Josip 671 603
Josip 673 217
Josip 673 446
Josip 675 485
Josip 676 508
Josip 675 994
Josip 676 594
Josip 677 943
Josip 679 942
Josip 679 943
Josip 682 52
Josip 681 469
Josip 682 541
Josip 683 951
Josip 684 870
Josip 685 996
Josip 687 786
Josip 689 811
Josip 689 861
Josip 689 924
Josip 691 410
Josip 690 751
Josip 692 671
Josip 694 313
Josip 694 669
Josip 694 728
Josip 698 276
Josip 695 992
Josip 696 965
Josip 700 397
Josip 698 979
Josip 703 813
Josip 704 164
Josip 703 996
Josip 706 317
Josip 707 497
Josip 705 882
Josip 707 568
Josip 705 967
Josip 706 976
Josip 707 882
Josip 708 443
Josip 707 948
Josip 714 505
Josip 711 885
Josip 717 109
Josip 718 651
Josip 717 938
Josip 720 21
Josip 717 974
Josip 719 712
Josip 723 597
Josip 723 856
Josip 725 685
Josip 725 993
Josip 725 999
Josip 726 945
Josip 729 663
Josip 729 844
Josip 730 916
Josip 730 970
Josip 733 212
Josip 732 737
Josip 733 850
Josip 734 858
Josip 735 963
Josip 737 689
Josip 736 915
Josip 737 786
Josip 741 683
Josip 742 262
Josip 741 981
Josip 744 690
Josip 742 1000
Josip 745 312
Josip 745 316
Josip 745 368
Josip 747 217
Josip 749 971
Josip 750 862
Josip 750 996
Josip 753 451
Josip 753 861
Josip 755 526
Josip 756 441
Josip 756 695
Josip 756 976
Josip 759 225
Josip 759 874
Josip 761 620
Josip 762 260
Josip 762 577
Josip 762 611
Josip 762 700
Josip 762 944
Josip 762 977
Josip 767 127
Josip 765 744
Josip 767 939
Josip 767 952
Josip 770 909
Josip 773 724
Josip 774 565
Josip 774 664
Josip 775 417
Josip 774 990
Josip 778 520
Josip 779 581
Josip 779 698
Josip 780 689
Josip 781 639
Josip 782 282
Josip 784 685
Josip 783 990
Josip 784 873
Josip 786 433
Josip 787 747
Josip 786 909
Josip 788 925
Josip 791 757
Josip 792 594
Josip 793 587
Josip 794 307
Josip 794 486
Josip 796 706
Josip 795 897
Josip 796 913
Josip 796 979
Josip 800 239
Josip 797 692
Josip 797 821
Josip 800 650
Josip 802 242
Josip 799 964
Josip 802 670
Josip 802 940
Josip 807 992
Josip 809 427
Josip 810 676
Josip 811 858
Josip 812 607
Josip 812 998
Josip 812 999
Josip 815 59
Josip 814 119
Josip 817 551
Josip 817 954
Josip 819 567
Josip 818 971
Josip 819 976
Josip 820 576
Josip 823 267
Josip 821 848
Josip 823 998
Josip 825 915
Josip 825 947
Josip 828 985
Josip 829 5
Josip 828 993
Josip 831 454
Josip 832 189
Josip 832 736
Josip 832 837
Josip 834 473
Josip 835 602
Josip 836 377
Josip 834 911
Josip 838 337
Josip 836 730
Josip 837 571
Josip 838 445
Josip 843 338
Josip 838 822
Josip 844 999
Josip 844 1000
Josip 845 979
Josip 848 753
Josip 849 389
Josip 849 414
Josip 849 799
Josip 852 376
Josip 852 878
Josip 854 935
Josip 854 951
Josip 856 866
Josip 855 927
Josip 858 420
Josip 859 399
Josip 860 888
Josip 860 969
Josip 862 783
Josip 861 902
Josip 861 949
Josip 862 912
Josip 862 953
Josip 865 793
Josip 865 930
Josip 866 983
Josip 867 972
Josip 869 206
Josip 872 201
Josip 869 551
Josip 869 712
Josip 868 861
Josip 868 972
Josip 876 240
Josip 872 761
Josip 876 723
Josip 880 577
Josip 880 790
Josip 882 29
Josip 882 80
Josip 884 245
Josip 884 999
Josip 885 933
Josip 885 971
Josip 885 975
Josip 885 1000
Josip 888 190
Josip 887 816
Josip 889 954
Josip 888 994
Josip 888 995
Josip 894 721
Josip 892 964
Josip 892 988
Josip 898 305
Josip 896 525
Josip 900 139
Josip 898 858
Josip 901 770
Josip 902 575
Josip 900 1000
Josip 904 294
Josip 906 212
Josip 906 1000
Josip 907 843
Josip 907 1000
Josip 909 314
Josip 911 746
Josip 911 790
Josip 913 637
Josip 913 859
Josip 915 913
Josip 916 488
Josip 916 667
Josip 916 856
Josip 917 453
Josip 919 136
Josip 919 425
Josip 919 631
Josip 920 650
Josip 921 847
Josip 922 736
Josip 926 970
Josip 927 850
Josip 927 967
Josip 927 990
Josip 928 775
Josip 931 908
Josip 931 929
Josip 931 966
Josip 932 76
Josip 932 158
Josip 933 809
Josip 936 693
Josip 934 857
Josip 936 947
Josip 940 235
Josip 940 824
Josip 941 603
Josip 940 954
Josip 944 648
Josip 942 892
Josip 944 935
Josip 945 596
Josip 947 704
Josip 949 58
Josip 947 774
Josip 948 777
Josip 948 846
Josip 953 46
Josip 954 855
Josip 954 863
Josip 954 877
Josip 952 994
Josip 958 20
Josip 954 907
Josip 957 333
Josip 960 807
Josip 961 508
Josip 956 864
Josip 961 625
Josip 955 998
Josip 960 995
Josip 966 520
Josip 962 842
Josip 962 995
Josip 966 904
Josip 968 792
Josip 969 955
Josip 973 980
Josip 974 420
Josip 975 18
Josip 976 310
Josip 976 634
Josip 976 957
Josip 977 770
Josip 977 989
Josip 979 750
Josip 981 799
Josip 983 527
Josip 982 966
Josip 984 876
Josip 986 433
Josip 987 707
Josip 988 970
Josip 989 79
Josip 989 817
Josip 989 876
Josip 992 3
Josip 989 956
Josip 991 470
Josip 993 480
Josip 991 954
Josip 996 825
Josip 998 165
Josip 999 186
