1000
Patrik 229495688
Josip 297 650136963
Josip 298 293378648
Josip 297 959853344
Josip 297 970987696
Josip 297 972182897
Josip 299 508571157
Josip 299 589315352
Josip 302 993237107
Josip 304 758867245
Josip 304 950333652
Josip 307 111715866
Josip 307 948316477
Josip 309 411482429
Josip 310 423891868
Josip 311 417854785
Josip 312 131665305
Josip 311 836016531
Josip 314 237144414
Josip 313 584927321
Josip 314 748760621
Josip 316 838400785
Josip 315 899762316
Josip 316 975194481
Josip 317 930998417
Josip 317 988352346
Josip 322 770207069
Josip 321 956622335
Josip 324 176455165
Josip 325 674542770
Josip 326 781412451
Josip 326 880869989
Josip 326 951128259
Josip 327 429255577
Josip 330 665042961
Josip 328 998381273
Josip 329 997631799
Josip 330 800900252
Josip 334 452184530
Josip 335 901068627
Josip 335 934370774
Josip 337 917922382
Josip 337 949687381
Josip 338 158092228
Josip 339 305537813
Josip 339 641095847
Josip 340 818384193
Josip 338 998694326
Josip 339 989968149
Josip 344 631119834
Josip 345 864930253
Josip 345 964635056
Josip 344 990363857
Josip 347 273367387
Josip 350 10125046
Josip 348 967008563
Josip 350 795146658
Josip 348 990530034
Josip 354 841783776
Josip 354 996284132
Josip 355 521449871
Josip 357 920634335
Josip 358 286128641
Josip 358 960663793
Josip 359 753848415
Josip 361 747309216
Josip 361 750117875
Josip 363 873841107
Josip 363 996022798
Josip 364 156779151
Josip 364 451719246
Josip 367 809033397
Josip 368 489766314
Josip 368 489801140
Josip 368 536547574
Josip 368 606266772
Josip 369 235814882
Josip 369 720399722
Josip 370 982688117
Josip 372 968337013
Josip 374 654196299
Josip 374 690665283
Josip 378 327695628
Josip 375 833322061
Josip 379 509998782
Josip 378 985172036
Josip 378 994474663
Josip 378 998952041
Josip 379 811298005
Josip 382 662329932
Josip 384 835216560
Josip 381 998377362
Josip 385 826601688
Josip 384 978335351
Josip 387 343650022
Josip 391 890531048
Josip 391 988429246
Josip 392 928594336
Josip 394 877568222
Josip 395 296025328
Josip 395 770625418
Josip 396 807010014
Josip 397 588540322
Josip 399 474056496
Josip 400 11449724
Josip 400 649206147
Josip 401 877690334
Josip 401 968769830
Josip 403 965241504
Josip 405 170213128
Josip 405 782217893
Josip 405 997142575
Josip 407 521677720
Josip 407 567790652
Josip 409 767592408
Josip 410 949245477
Josip 409 995983273
Josip 409 999807972
Josip 411 840923891
Josip 415 593584268
Josip 415 803177305
Josip 416 701691740
Josip 417 808687269
Josip 417 950108008
Josip 418 629214525
Josip 420 796534190
Josip 419 993537973
Josip 421 845990778
Josip 422 702592495
Josip 422 903625160
Josip 424 720001327
Josip 422 973102471
Josip 422 986034046
Josip 423 982616328
Josip 427 885284758
Josip 430 984980589
Josip 431 910023924
Josip 431 989520300
Josip 432 858752020
Josip 434 842699197
Josip 433 969576843
Josip 437 875593082
Josip 437 897386765
Josip 439 44445484
Josip 439 794141726
Josip 440 839201417
Josip 440 938758015
Josip 441 231334971
Josip 444 572640652
Josip 443 799056610
Josip 441 997896235
Josip 447 306998089
Josip 447 563036712
Josip 448 766163735
Josip 449 946469190
Josip 449 986182084
Josip 452 501647823
Josip 452 828917038
Josip 454 310538565
Josip 455 521898363
Josip 455 857825685
Josip 457 74084401
Josip 456 955480280
Josip 458 638943042
Josip 460 473753360
Josip 461 503581058
Josip 462 792882659
Josip 462 812026804
Josip 464 359609085
Josip 464 838949909
Josip 463 888415323
Josip 466 983023016
Josip 467 968430351
Josip 467 993566827
Josip 468 798432568
Josip 468 962723160
Josip 468 971458372
Josip 469 962079817
Josip 474 453943427
Josip 475 590076667
Josip 475 890570383
Josip 476 853416758
Josip 478 363484609
Josip 477 973554648
Josip 479 288242671
Josip 478 702291998
Josip 482 397883831
Josip 480 816034582
Josip 484 718819865
Josip 485 933975691
Josip 486 555027844
Josip 487 144492986
Josip 487 932296616
Josip 488 820977627
Josip 487 969548584
Josip 487 971843664
Josip 490 534730566
Josip 492 871085021
Josip 489 945176860
Josip 491 915734731
Josip 494 514116246
Josip 496 938695037
Josip 496 938947930
Josip 498 357869756
Josip 500 615341236
Josip 500 849989535
Josip 502 83276196
Josip 502 387517629
Josip 503 968733534
Josip 505 198095145
Josip 504 936278002
Josip 505 496280399
Josip 507 972312558
Josip 507 991646804
Josip 507 993123972
Josip 510 538525009
Josip 509 985179483
Josip 511 995430333
Josip 513 780555731
Josip 514 825987900
Josip 513 857580882
Josip 515 297865979
Josip 518 137505663
Josip 518 799323331
Josip 520 655763422
Josip 521 505508248
Josip 521 894249540
Josip 523 852534304
Josip 523 926456070
Josip 525 999844521
Josip 525 999913789
Josip 526 798902980
Josip 526 878754200
Josip 526 902170874
Josip 526 921622591
Josip 531 770141617
Josip 528 949830547
Josip 529 919929515
Josip 529 977338113
Josip 535 904812077
Josip 536 106061925
Josip 536 330595214
Josip 536 573816627
Josip 536 703169273
Josip 540 146088122
Josip 540 400326978
Josip 539 785904660
Josip 543 710024745
Josip 542 974390486
Josip 545 670364413
Josip 544 757034074
Josip 545 841883748
Josip 545 978947667
Josip 548 165256633
Josip 550 678907381
Josip 548 917041689
Josip 549 860718570
Josip 550 905849569
Josip 551 299307056
Josip 553 934165918
Josip 553 962306763
Josip 554 965885892
Josip 555 923094611
Josip 559 405684094
Josip 557 646474966
Josip 557 756720065
Josip 562 725292202
Josip 560 987370786
Josip 560 994608001
Josip 564 457277490
Josip 564 771527241
Josip 565 994246888
Josip 566 712679369
Josip 567 683167398
Josip 569 287186048
Josip 571 551274356
Josip 571 972466211
Josip 572 625795457
Josip 573 672231293
Josip 575 382172654
Josip 574 898330983
Josip 574 940919559
Josip 578 140494026
Josip 578 179891339
Josip 576 685700141
Josip 580 426698768
Josip 579 943209168
Josip 580 978010421
Josip 582 757096917
Josip 585 477016672
Josip 585 478172162
Josip 586 473542753
Josip 585 972375514
Josip 588 28349860
Josip 587 979187386
Josip 586 993023069
Josip 589 736174151
Josip 592 848851187
Josip 593 650586591
Josip 592 965057412
Josip 596 325596929
Josip 596 468405416
Josip 598 277306934
Josip 594 871320835
Josip 599 649082733
Josip 601 464874829
Josip 601 616297182
Josip 601 722425344
Josip 601 773601695
Josip 601 995521340
Josip 603 634547884
Josip 602 801319269
Josip 607 308783392
Josip 607 864607594
Josip 607 865957761
Josip 611 496921213
Josip 611 551156748
Josip 611 704378492
Josip 610 802769376
Josip 611 854764159
Josip 611 904123698
Josip 615 864162847
Josip 615 924223793
Josip 619 923034634
Josip 619 987692815
Josip 620 319573866
Josip 622 804128973
Josip 622 867633084
Josip 622 984581474
Josip 622 988972736
Josip 626 700622073
Josip 623 928694762
Josip 628 665469822
Josip 627 811067380
Josip 629 275032060
Josip 629 800254510
Josip 630 942571337
Josip 630 959632464
Josip 634 838431157
Josip 633 962753335
Josip 635 743718502
Josip 635 838934615
Josip 637 780233035
Josip 639 329430576
Josip 640 738617941
Josip 641 489892672
Josip 642 802818281
Josip 643 815344976
Josip 643 953600484
Josip 643 994587329
Josip 644 763595224
Josip 645 980584800
Josip 648 424781190
Josip 649 407304187
Josip 648 849871332
Josip 651 773895943
Josip 650 820378187
Josip 653 983402586
Josip 654 671379469
Josip 655 536330283
Josip 655 672863428
Josip 656 554323279
Josip 658 155766816
Josip 656 816826462
Josip 659 475865147
Josip 659 849523153
Josip 659 909433925
Josip 660 845512162
Josip 663 691243648
Josip 662 790425572
Josip 663 765372813
Josip 666 632651529
Josip 666 809330400
Josip 666 910375290
Josip 668 515218760
Josip 670 517461842
Josip 672 809152754
Josip 673 718035543
Josip 673 918657977
Josip 673 989726434
Josip 673 990463225
Josip 676 99163684
Josip 675 433512880
Josip 676 540736682
Josip 679 566388537
Josip 679 797512004
Josip 682 434571571
Josip 683 266596043
Josip 681 951443465
Josip 684 922381513
Josip 686 937604789
Josip 686 953523700
Josip 688 854567003
Josip 687 901506207
Josip 689 894273385
Josip 689 981473444
Josip 689 982144698
Josip 690 999402491
Josip 693 161537115
Josip 695 404992527
Josip 693 744715724
Josip 694 910252091
Josip 694 916968288
Josip 694 978518504
Josip 697 763108082
Josip 697 971580913
Josip 702 421724781
Josip 702 816714688
Josip 703 884275467
Josip 705 289287278
Josip 706 374149238
Josip 706 857908171
Josip 706 932811738
Josip 707 701148342
Josip 707 730931448
Josip 708 454388053
Josip 711 525007833
Josip 711 983320609
Josip 711 998622630
Josip 711 999159977
Josip 716 604528935
Josip 715 806891504
Josip 718 6417748
Josip 715 881090689
Josip 716 962707215
Josip 720 115963979
Josip 718 817112930
Josip 720 937490907
Josip 720 964895161
Josip 724 209678476
Josip 723 481094478
Josip 723 894601485
Josip 724 763347989
Josip 728 732359440
Josip 730 239898590
Josip 728 982341214
Josip 732 132689734
Josip 733 115373217
Josip 733 143933216
Josip 732 960135172
Josip 734 979747030
Josip 734 979966487
Josip 736 600560710
Josip 736 979961939
Josip 736 996010220
Josip 740 959128452
Josip 741 979603033
Josip 741 982640562
Josip 740 999798290
Josip 740 999851939
Josip 742 91088734
Josip 747 45736142
Josip 747 866185296
Josip 746 973846561
Josip 744 982837483
Josip 745 988021252
Josip 745 995491879
Josip 743 999659855
Josip 752 292014392
Josip 750 531708518
Josip 753 944513953
Josip 750 976957019
Josip 758 807748736
Josip 759 660479137
Josip 759 993558900
Josip 761 15745138
Josip 762 858892145
Josip 762 965561482
Josip 763 456466429
Josip 763 525590280
Josip 765 101489353
Josip 763 704073469
Josip 766 970085678
Josip 767 991919123
Josip 768 965537035
Josip 771 850824407
Josip 770 999606053
Josip 770 999777143
Josip 772 331109069
Josip 775 204713722
Josip 773 689630424
Josip 774 767423998
Josip 774 935935859
Josip 779 364888200
Josip 775 998983825
Josip 779 814340962
Josip 780 814653889
Josip 783 335784204
Josip 784 359193582
Josip 785 509904344
Josip 786 579503967
Josip 787 181510777
Josip 787 926585185
Josip 787 965389547
Josip 789 360486351
Josip 791 904332097
Josip 791 961329965
Josip 791 998331870
Josip 791 998716257
Josip 793 318508852
Josip 795 741640229
Josip 797 952991988
Josip 798 673431801
Josip 798 728791686
Josip 798 834894458
Josip 800 459419149
Josip 801 731937607
Josip 802 514928165
Josip 803 505085227
Josip 802 961864797
Josip 806 509642825
Josip 805 774112917
Josip 806 706188120
Josip 805 850667727
Josip 806 991597616
Josip 808 666300648
Josip 808 904907082
Josip 810 900551431
Josip 811 779586948
Josip 812 697796004
Josip 816 566006580
Josip 816 605837348
Josip 816 741731825
Josip 816 924482820
Josip 817 461218175
Josip 820 299150144
Josip 819 908238743
Josip 819 910079258
Josip 823 259588107
Josip 821 898170573
Josip 825 788213631
Josip 826 956907300
Josip 826 977927405
Josip 828 694562189
Josip 828 885611463
Josip 829 969480447
Josip 828 992659963
Josip 828 997258028
Josip 828 998688608
Josip 829 982659835
Josip 829 988477238
Josip 829 990731576
Josip 838 531019767
Josip 835 599148810
Josip 833 954497878
Josip 841 667837703
Josip 841 675039689
Josip 842 253103477
Josip 844 919306221
Josip 844 950215815
Josip 844 963988945
Josip 847 412584213
Josip 847 440100687
Josip 847 770523712
Josip 850 114535828
Josip 849 530384476
Josip 848 637970711
Josip 848 960269411
Josip 849 944540688
Josip 848 999662073
Josip 856 892343284
Josip 854 984261572
Josip 858 874596433
Josip 858 965153089
Josip 859 145402683
Josip 860 974543544
Josip 862 307136923
Josip 863 633160790
Josip 864 398686560
Josip 864 890882123
Josip 866 906128013
Josip 867 505469874
Josip 868 1953905
Josip 868 698826658
Josip 868 796269217
Josip 868 884811256
Josip 869 909763671
Josip 870 832871474
Josip 871 795672070
Josip 871 861542145
Josip 875 659572208
Josip 876 814482140
Josip 875 892030119
Josip 877 537505318
Josip 878 423287633
Josip 881 955732278
Josip 881 965838376
Josip 882 710118627
Josip 883 972562352
Josip 884 975952802
Josip 885 862870210
Josip 885 935308586
Josip 885 985146171
Josip 886 670743575
Josip 888 776618984
Josip 891 670144471
Josip 891 874312571
Josip 893 333304554
Josip 892 597096262
Josip 894 980181632
Josip 894 993763099
Josip 895 952828166
Josip 898 57453724
Josip 898 324209383
Josip 900 256596858
Josip 896 673080727
Josip 902 778252523
Josip 902 937527841
Josip 904 594519344
Josip 903 774156663
Josip 906 43579507
Josip 903 977777870
Josip 907 198015819
Josip 904 985528346
Josip 904 998720806
Josip 906 554637527
Josip 910 445927306
Josip 912 539202069
Josip 912 643832909
Josip 911 989802020
Josip 911 992748052
Josip 914 472439053
Josip 917 644079567
Josip 914 932707546
Josip 918 984263829
Josip 919 771063029
Josip 920 803583093
Josip 920 923022857
Josip 922 636190382
Josip 925 994995339
Josip 925 995735404
Josip 926 922247660
Josip 926 971196159
Josip 928 251330798
Josip 930 172693138
Josip 929 435918233
Josip 931 127111158
Josip 932 555843427
Josip 933 981292036
Josip 933 998278870
Josip 935 177503610
Josip 937 855074832
Josip 938 727850648
Josip 939 966920020
Josip 940 890999613
Josip 941 318485216
Josip 941 757496311
Josip 943 965045497
Josip 944 964112134
Josip 945 525386430
Josip 946 896316326
Josip 946 947297283
Josip 947 348680773
Josip 948 416786664
Josip 947 584930021
Josip 951 529906542
Josip 951 738626146
Josip 951 863859707
Josip 954 908787663
Josip 954 947653607
Josip 955 481082403
Josip 955 565503239
Josip 957 584245367
Josip 959 587540180
Josip 959 967767969
Josip 959 981526236
Josip 962 461285394
Josip 962 868828466
Josip 963 980687087
Josip 963 990770733
Josip 966 470196929
Josip 966 625351743
Josip 967 795999577
Josip 969 295798022
Josip 968 959909063
Josip 970 878785352
Josip 972 672583998
Josip 972 822600467
Josip 973 800468113
Josip 973 859521370
Josip 976 574050341
Josip 975 991940368
Josip 976 938710050
Josip 975 999433399
Josip 975 999644590
Josip 979 417476723
Josip 977 968334871
Josip 983 503065809
Josip 984 341782183
Josip 983 882963329
Josip 984 862123955
Josip 985 767216132
Josip 988 173197127
Josip 988 550396949
Josip 989 905928406
Josip 991 877258540
Josip 991 905649951
Josip 992 702471066
Josip 992 746543704
Josip 995 901751759
Josip 994 965066304
Josip 997 703769065
Josip 998 602623330
Josip 999 357518028
