1000
Patrik 555586959
Patrik 589129617
Josip 143 985351272
Josip 144 580216636
Josip 144 898144660
Josip 145 544084102
Josip 147 967747174
Josip 147 981137572
Josip 148 107852641
Josip 148 892059378
Josip 151 437958133
Josip 152 600281355
Josip 153 512822461
Josip 154 3730498
Josip 154 852615353
Josip 155 958743449
Josip 155 986263358
Josip 156 668057610
Josip 159 822597339
Josip 159 863110258
Josip 161 589269516
Josip 162 323672351
Josip 162 525188927
Josip 164 968624968
Josip 164 992194279
Josip 165 499023543
Josip 165 545784150
Josip 165 819605341
Josip 167 833692048
Josip 170 84969479
Josip 168 979323190
Josip 168 984837733
Josip 169 931758243
Josip 170 589076516
Josip 175 765614045
Josip 176 751839641
Josip 176 944924350
Josip 176 973988934
Josip 177 742174810
Josip 180 927606815
Josip 181 350422889
Josip 181 759586701
Josip 182 786611114
Josip 183 661527999
Josip 184 632609483
Josip 184 820033069
Josip 186 369433809
Josip 185 946910480
Josip 189 679508209
Josip 190 762081718
Josip 191 44040656
Josip 192 388854851
Josip 191 808518991
Josip 191 919753030
Josip 192 893750415
Josip 192 911059800
Josip 193 705410655
Josip 197 923689913
Josip 199 909550155
Josip 200 859737517
Josip 200 909164136
Josip 200 947502623
Josip 202 863024447
Josip 201 963871647
Josip 205 211256989
Josip 204 499972904
Josip 204 767619032
Josip 205 776234085
Josip 207 765614661
Josip 208 684880028
Josip 211 285355917
Josip 212 696701087
Josip 212 825707125
Josip 214 454652570
Josip 213 844234188
Josip 215 773669304
Josip 215 850368567
Josip 218 738629955
Josip 218 980508599
Josip 220 408583373
Josip 221 504517612
Josip 222 540561850
Josip 222 933487246
Josip 224 593332642
Josip 224 747751475
Josip 224 861556300
Josip 224 960660747
Josip 228 404401577
Josip 229 517392847
Josip 229 653199039
Josip 231 588694121
Josip 232 809061081
Josip 233 244761765
Josip 233 702659454
Josip 233 881862772
Josip 233 930385485
Josip 235 919436966
Josip 236 834131304
Josip 238 393469116
Josip 238 645044547
Josip 240 667017054
Josip 241 797132636
Josip 243 576482485
Josip 243 734979635
Josip 243 873779638
Josip 243 947214551
Josip 243 947800372
Josip 245 347691771
Josip 249 336283379
Josip 245 687498801
Josip 247 798128644
Josip 248 907772102
Josip 246 987125315
Josip 254 604182354
Josip 254 613547440
Josip 253 737166178
Josip 256 361724897
Josip 254 979238951
Josip 253 997587661
Josip 253 999005265
Josip 261 55186814
Josip 256 713183967
Josip 260 361132863
Josip 260 678601302
Josip 265 531086066
Josip 264 849606423
Josip 267 430153214
Josip 268 187451824
Josip 268 752703812
Josip 268 830051938
Josip 269 827722170
Josip 269 953076705
Josip 273 721092820
Josip 274 983729854
Josip 274 985036940
Josip 274 987322956
Josip 275 816949962
Josip 276 891132281
Josip 276 999717554
Josip 277 997465003
Josip 280 126762413
Josip 281 154352955
Josip 281 680085628
Josip 279 829488644
Josip 284 928423475
Josip 286 752129876
Josip 286 865521625
Josip 286 938988053
Josip 288 444194439
Josip 290 267914373
Josip 289 721641251
Josip 290 417618729
Josip 292 430679624
Josip 292 767804605
Josip 292 871685561
Josip 293 836758118
Josip 294 678193708
Josip 298 287626831
Josip 297 919350808
Josip 297 958794066
Josip 300 155578423
Josip 300 735711589
Josip 302 887066819
Josip 304 623472814
Josip 303 974044483
Josip 303 993746740
Josip 303 998719095
Josip 308 1285377
Josip 309 526186365
Josip 305 913508348
Josip 306 876518399
Josip 306 961911120
Josip 311 558646883
Josip 311 920652308
Josip 311 999946070
Josip 313 940696959
Josip 315 550570355
Josip 318 93884463
Josip 318 828115758
Josip 320 868548778
Josip 321 69824805
Josip 321 189596098
Josip 323 939821150
Josip 324 841229101
Josip 325 398592426
Josip 325 931310528
Josip 327 858366074
Josip 327 882821932
Josip 329 855729896
Josip 329 863071802
Josip 330 25352624
Josip 328 905975910
Josip 332 232442926
Josip 333 309448462
Josip 334 587557546
Josip 331 996630924
Josip 334 962662813
Josip 335 929161429
Josip 336 920442415
Josip 338 581528967
Josip 339 983437555
Josip 341 930293208
Josip 342 768510431
Josip 342 815149538
Josip 344 786489404
Josip 345 973805643
Josip 345 985458659
Josip 348 480159962
Josip 347 600563664
Josip 348 727246629
Josip 349 670901145
Josip 349 812083207
Josip 353 131907942
Josip 352 480353223
Josip 353 796939295
Josip 354 737021510
Josip 356 885390759
Josip 356 893441410
Josip 359 561531833
Josip 359 634439878
Josip 358 657114496
Josip 361 401420644
Josip 361 819604379
Josip 363 872689067
Josip 363 925323623
Josip 364 525012182
Josip 364 792077565
Josip 365 674484933
Josip 365 729030059
Josip 369 873697696
Josip 370 911487772
Josip 371 358431784
Josip 371 549311613
Josip 371 591947219
Josip 371 886202673
Josip 375 758435224
Josip 375 885548910
Josip 377 632414356
Josip 378 724359385
Josip 379 630824072
Josip 380 868003178
Josip 381 567827284
Josip 381 847531000
Josip 383 572438642
Josip 385 468598419
Josip 385 759802750
Josip 387 66973763
Josip 385 874907314
Josip 386 610020330
Josip 386 665963628
Josip 387 599317160
Josip 391 297637621
Josip 389 922912602
Josip 393 860564111
Josip 393 979956099
Josip 395 908993430
Josip 396 989263975
Josip 396 991359728
Josip 397 264100897
Josip 398 395223718
Josip 399 990076276
Josip 400 931865424
Josip 399 997966398
Josip 401 916575832
Josip 403 837368800
Josip 403 886377025
Josip 407 147676829
Josip 406 704415548
Josip 409 573362518
Josip 410 244369510
Josip 409 826457881
Josip 412 310665702
Josip 412 856304963
Josip 414 64972454
Josip 415 568280435
Josip 415 939415953
Josip 415 946859698
Josip 415 948062956
Josip 415 968492858
Josip 420 620727656
Josip 417 667421416
Josip 418 788872493
Josip 419 809642608
Josip 423 217830000
Josip 423 511192635
Josip 425 350172116
Josip 426 465322650
Josip 423 990797727
Josip 424 981777565
Josip 428 650460109
Josip 428 678896932
Josip 431 532247779
Josip 433 788083535
Josip 434 861051710
Josip 435 491754046
Josip 436 704662856
Josip 436 926932538
Josip 436 937923073
Josip 439 249864843
Josip 438 664291334
Josip 437 896643292
Josip 439 683047029
Josip 439 782227992
Josip 444 682455253
Josip 443 932118109
Josip 445 976846279
Josip 445 979696237
Josip 446 953808090
Josip 448 640423793
Josip 448 957450388
Josip 447 999158432
Josip 451 776334537
Josip 452 963558675
Josip 453 653769411
Josip 453 923801763
Josip 455 728100467
Josip 457 204513614
Josip 457 761930368
Josip 458 994288304
Josip 458 999385887
Josip 460 201393422
Josip 461 578706898
Josip 463 314586017
Josip 462 934842823
Josip 462 946352127
Josip 462 986839698
Josip 466 637810410
Josip 465 674470654
Josip 467 815442908
Josip 470 608732820
Josip 469 931644118
Josip 472 832317248
Josip 471 982043068
Josip 474 621042074
Josip 475 205013470
Josip 476 284591621
Josip 477 65283484
Josip 478 841168425
Josip 477 989944569
Josip 477 995253106
Josip 477 999776543
Josip 480 956879542
Josip 481 985657887
Josip 484 517317879
Josip 485 914066320
Josip 485 999121940
Josip 487 960187829
Josip 488 975077117
Josip 489 895035839
Josip 490 513885645
Josip 490 541140639
Josip 492 962014339
Josip 493 938985209
Josip 493 974073636
Josip 495 964115242
Josip 496 870172888
Josip 497 243611509
Josip 497 756896131
Josip 499 752300976
Josip 499 931780537
Josip 499 954215201
Josip 502 691338935
Josip 502 949929136
Josip 503 385243577
Josip 505 506040311
Josip 504 891614762
Josip 507 349167254
Josip 508 421833911
Josip 509 54384964
Josip 510 611486980
Josip 510 919855653
Josip 509 983767482
Josip 510 989005082
Josip 511 555672792
Josip 513 320147929
Josip 516 852582490
Josip 515 943261392
Josip 518 984423969
Josip 517 992969283
Josip 520 987524533
Josip 521 398705603
Josip 522 365269060
Josip 522 426107160
Josip 521 900683116
Josip 522 779742275
Josip 523 550910344
Josip 523 907112561
Josip 526 938847692
Josip 529 399872557
Josip 530 761322524
Josip 530 766314460
Josip 532 653669028
Josip 532 799804337
Josip 531 865735709
Josip 532 861893123
Josip 535 125924021
Josip 535 831154823
Josip 535 878047284
Josip 538 889012853
Josip 539 861648481
Josip 541 332556543
Josip 542 206907412
Josip 543 80915170
Josip 541 830202530
Josip 544 982763280
Josip 544 995292402
Josip 545 820323996
Josip 545 840503390
Josip 547 453664106
Josip 546 684078727
Josip 549 871859815
Josip 550 983215188
Josip 553 373859594
Josip 552 920592387
Josip 555 240282872
Josip 556 207321181
Josip 557 907049926
Josip 558 636273010
Josip 559 84301523
Josip 559 797022868
Josip 559 841337210
Josip 561 355855177
Josip 563 566564369
Josip 562 951109448
Josip 562 978937276
Josip 564 878909676
Josip 567 13668325
Josip 568 456076714
Josip 568 541346325
Josip 570 109047016
Josip 567 825032405
Josip 571 364373491
Josip 571 513629863
Josip 570 658192600
Josip 571 986813570
Josip 575 888625544
Josip 576 502095991
Josip 575 943481929
Josip 576 628218441
Josip 578 173523031
Josip 577 893933760
Josip 580 935489118
Josip 581 915708284
Josip 584 691842590
Josip 583 816953136
Josip 586 141645061
Josip 586 690462692
Josip 586 875589296
Josip 587 745018593
Josip 588 679091302
Josip 589 687160748
Josip 588 972839061
Josip 593 694871603
Josip 594 587852087
Josip 594 631855642
Josip 596 596807457
Josip 597 454729050
Josip 598 939377414
Josip 599 366940661
Josip 599 769307410
Josip 601 526735507
Josip 600 999862397
Josip 603 59329405
Josip 602 379813930
Josip 603 401950020
Josip 606 934766553
Josip 607 756722173
Josip 607 814588377
Josip 608 202050276
Josip 607 980051289
Josip 610 738359775
Josip 608 970681417
Josip 610 856690246
Josip 610 919341779
Josip 610 934783999
Josip 616 718331517
Josip 615 783528777
Josip 612 974109143
Josip 617 543790944
Josip 620 126819387
Josip 617 773643748
Josip 620 743149326
Josip 623 380748325
Josip 624 100756250
Josip 622 999252325
Josip 625 521628522
Josip 626 962722453
Josip 628 770880156
Josip 628 859382487
Josip 630 433563867
Josip 630 864157067
Josip 632 290039742
Josip 633 818970152
Josip 633 850421008
Josip 635 675410745
Josip 636 528051124
Josip 637 265595070
Josip 638 869898742
Josip 639 695564534
Josip 640 531194744
Josip 640 678124365
Josip 642 820382268
Josip 642 987452313
Josip 643 275209424
Josip 643 801770482
Josip 646 804069836
Josip 647 622034210
Josip 648 77051113
Josip 647 707000937
Josip 648 668580070
Josip 648 834729957
Josip 649 758652924
Josip 648 943031699
Josip 654 468084706
Josip 651 981788689
Josip 656 891567399
Josip 657 387497908
Josip 657 631832700
Josip 657 883039792
Josip 659 932211013
Josip 660 890630794
Josip 660 969782440
Josip 663 575939109
Josip 662 956484882
Josip 665 240084888
Josip 665 676332883
Josip 667 350318285
Josip 666 983809474
Josip 667 875095614
Josip 669 695396913
Josip 671 752970880
Josip 672 980749661
Josip 672 997828459
Josip 673 569480409
Josip 673 705876911
Josip 673 834144904
Josip 673 837510130
Josip 675 662259211
Josip 677 704389735
Josip 678 746271302
Josip 681 264177695
Josip 680 822979884
Josip 682 918150944
Josip 684 64350047
Josip 685 194909700
Josip 686 175935284
Josip 683 913962427
Josip 688 472003189
Josip 686 763231449
Josip 689 69807356
Josip 686 927376872
Josip 691 897373598
Josip 690 994834040
Josip 692 914206074
Josip 695 709012372
Josip 693 945876952
Josip 693 964424702
Josip 698 394377637
Josip 697 488374255
Josip 698 606479330
Josip 700 970988680
Josip 702 577152132
Josip 703 271090225
Josip 704 686801542
Josip 703 972771303
Josip 705 353411040
Josip 707 447530465
Josip 708 740279023
Josip 709 871939029
Josip 710 683171753
Josip 710 689591291
Josip 710 881324766
Josip 710 926378086
Josip 713 552841753
Josip 712 963324928
Josip 712 972137066
Josip 711 985382854
Josip 714 785818273
Josip 718 113148687
Josip 713 973524765
Josip 717 592145989
Josip 720 992759375
Josip 721 957914063
Josip 722 577595043
Josip 723 81185802
Josip 722 686706155
Josip 722 693001886
Josip 726 708400394
Josip 723 870046071
Josip 730 693721597
Josip 731 782826866
Josip 732 385660481
Josip 732 734473329
Josip 732 995105287
Josip 733 685891680
Josip 733 697324399
Josip 736 901858415
Josip 735 984326163
Josip 738 819428562
Josip 738 947317863
Josip 738 950525769
Josip 742 949247684
Josip 741 978086710
Josip 744 458886335
Josip 743 933127349
Josip 744 974244591
Josip 745 988482976
Josip 746 636928578
Josip 748 424590165
Josip 747 931291110
Josip 751 839169646
Josip 751 944187759
Josip 753 983257362
Josip 753 988614650
Josip 755 840550802
Josip 754 943566481
Josip 754 969080953
Josip 758 15696640
Josip 755 996381975
Josip 755 999218385
Josip 760 304129074
Josip 760 770309260
Josip 756 972390982
Josip 757 913609134
Josip 762 567656682
Josip 757 983036965
Josip 765 838628056
Josip 767 984903927
Josip 768 605140102
Josip 768 655292559
Josip 771 255281708
Josip 771 786056628
Josip 773 31820779
Josip 770 898215098
Josip 775 861107461
Josip 775 960251715
Josip 776 581288297
Josip 778 415250034
Josip 779 397402825
Josip 780 95248609
Josip 781 276657032
Josip 779 819083786
Josip 780 651714605
Josip 783 544169070
Josip 783 880848088
Josip 783 918355664
Josip 785 689228660
Josip 788 754491640
Josip 788 792989669
Josip 788 900511144
Josip 788 948583701
Josip 791 815005324
Josip 792 809381399
Josip 793 893910698
Josip 793 981874438
Josip 795 640391037
Josip 795 711155130
Josip 797 603034533
Josip 797 736058061
Josip 797 969604847
Josip 801 520643073
Josip 799 922614937
Josip 801 566668391
Josip 801 981463692
Josip 802 983268080
Josip 803 972275482
Josip 804 985930355
Josip 804 998179884
Josip 809 147290420
Josip 805 762567400
Josip 806 351682662
Josip 805 943146267
Josip 808 399499309
Josip 810 448054113
Josip 812 811396180
Josip 816 803610262
Josip 816 886372961
Josip 818 199224826
Josip 817 913113911
Josip 817 929896487
Josip 818 996712224
Josip 822 437057434
Josip 820 783212486
Josip 820 989462378
Josip 823 882086494
Josip 825 605142275
Josip 823 995105670
Josip 823 999543358
Josip 828 946242376
Josip 830 523481108
Josip 831 819434444
Josip 831 975204147
Josip 833 7015734
Josip 834 941289550
Josip 834 944507277
Josip 833 993416669
Josip 837 464888699
Josip 835 565989425
Josip 835 784662755
Josip 839 236885435
Josip 837 971170821
Josip 838 796680447
Josip 840 574186356
Josip 841 824889655
Josip 840 856279726
Josip 842 764012550
Josip 844 679032268
Josip 844 891443646
Josip 845 774643221
Josip 850 627610528
Josip 851 460601939
Josip 852 60624703
Josip 852 766355970
Josip 853 851405379
Josip 852 980068670
Josip 855 641785652
Josip 856 832390484
Josip 856 881628250
Josip 857 367576683
Josip 857 781678338
Josip 860 638936728
Josip 862 26914115
Josip 861 441554263
Josip 860 995869249
Josip 861 607152451
Josip 864 782598460
Josip 862 999465897
Josip 862 999850656
Josip 869 100199355
Josip 864 944760518
Josip 868 197330823
Josip 869 721110588
Josip 869 773951922
Josip 874 182645342
Josip 871 870225807
Josip 875 340405461
Josip 873 748768386
Josip 878 813046390
Josip 879 526482980
Josip 880 657988063
Josip 881 429660558
Josip 882 669821392
Josip 882 965491060
Josip 884 857304318
Josip 884 917495588
Josip 886 886722785
Josip 886 951573576
Josip 887 177951006
Josip 888 786685046
Josip 887 900844550
Josip 890 205752591
Josip 892 159454728
Josip 893 590049448
Josip 894 923154864
Josip 894 946935889
Josip 896 12188
Josip 897 658368968
Josip 896 876591143
Josip 896 890579159
Josip 898 489502680
Josip 898 504630409
Josip 902 398440868
Josip 903 599361930
Josip 903 975128792
Josip 903 981958143
Josip 905 713524086
Josip 906 712328100
Josip 907 753763241
Josip 909 243703384
Josip 909 988010307
Josip 909 996148293
Josip 910 813638605
Josip 912 962249420
Josip 911 980928041
Josip 914 86145089
Josip 916 211794065
Josip 916 411534210
Josip 917 611257346
Josip 918 447689209
Josip 920 37417881
Josip 919 760017554
Josip 919 914647377
Josip 919 920907561
Josip 923 960980770
Josip 923 981538484
Josip 925 760937752
Josip 927 114253983
Josip 927 135835804
Josip 929 125827137
Josip 929 489048665
Josip 928 880686599
Josip 929 939620584
Josip 929 962067753
Josip 933 434125029
Josip 934 929799212
Josip 936 355207514
Josip 937 904434220
Josip 938 592212018
Josip 939 134307683
Josip 938 817324654
Josip 938 825058129
Josip 941 771814592
Josip 939 997226668
Josip 942 767261416
Josip 941 989445514
Josip 941 996855378
Josip 944 581457328
Josip 943 925842686
Josip 945 928601596
Josip 943 987133194
Josip 951 714120664
Josip 950 907492020
Josip 952 197501572
Josip 954 92238061
Josip 952 432594880
Josip 953 401172660
Josip 957 126674617
Josip 953 844812617
Josip 956 849184555
Josip 956 917312230
Josip 961 251303859
Josip 961 424225814
Josip 960 714695055
Josip 961 974770856
Josip 965 495739513
Josip 966 200212909
Josip 966 715880584
Josip 966 991989384
Josip 968 443573151
Josip 969 226007191
Josip 970 200828768
Josip 968 854652962
Josip 972 427746928
Josip 974 700949232
Josip 974 716484725
Josip 976 113928795
Josip 977 327416190
Josip 978 764051908
Josip 979 761228112
Josip 979 985949701
Josip 979 992354264
Josip 982 114466691
Josip 981 552460111
Josip 984 782477010
Josip 985 600791308
Josip 985 713272516
Josip 986 286705633
Josip 985 917562693
Josip 987 829697735
Josip 986 943675984
Josip 987 918472559
Josip 988 810797291
Josip 988 929587309
Josip 994 679293962
Josip 991 968752608
Josip 992 895696924
Josip 990 990260329
Josip 993 979071892
Josip 993 994168716
