1000
Patrik 371881150
Josip 190 954821077
Josip 191 621254581
Josip 194 982815082
Josip 194 999428552
Josip 195 312426698
Josip 195 847614178
Josip 195 984548241
Josip 199 49536908
Josip 197 853136076
Josip 200 997356607
Josip 200 999848054
Josip 203 968564167
Josip 204 10573395
Josip 202 995425259
Josip 205 390891486
Josip 205 794610522
Josip 208 169368849
Josip 207 581150373
Josip 210 183307805
Josip 207 946879958
Josip 211 367524666
Josip 208 940863458
Josip 209 797037280
Josip 212 950374429
Josip 212 969167182
Josip 212 985982262
Josip 217 810488476
Josip 217 867017250
Josip 220 814748725
Josip 221 909550285
Josip 221 986900361
Josip 221 998440214
Josip 222 328793763
Josip 223 632877313
Josip 226 384834985
Josip 226 693729174
Josip 226 720906467
Josip 228 340200403
Josip 227 669268803
Josip 229 919272638
Josip 231 624962226
Josip 230 708531880
Josip 230 802625546
Josip 232 486376630
Josip 232 957698425
Josip 236 714665228
Josip 236 768882140
Josip 238 822100741
Josip 239 815525681
Josip 240 728008948
Josip 240 864344159
Josip 241 942782624
Josip 244 109332919
Josip 243 565879431
Josip 243 571010734
Josip 246 709975244
Josip 246 744588862
Josip 249 501627889
Josip 248 793824317
Josip 250 335300893
Josip 252 358063577
Josip 250 918142806
Josip 252 698450725
Josip 255 241602877
Josip 252 958928373
Josip 253 810567815
Josip 255 718394684
Josip 256 523136679
Josip 258 836539137
Josip 258 894939941
Josip 258 952312630
Josip 260 917897803
Josip 263 715576406
Josip 263 811667795
Josip 266 369212079
Josip 267 93354080
Josip 265 621950614
Josip 267 189184772
Josip 265 911486787
Josip 266 970846201
Josip 266 995275682
Josip 267 675894983
Josip 269 787184756
Josip 270 783338436
Josip 273 667241808
Josip 277 631879156
Josip 276 987997868
Josip 276 996478500
Josip 280 641545485
Josip 278 927313460
Josip 282 821073182
Josip 283 976905773
Josip 284 122741106
Josip 285 831514293
Josip 285 975352071
Josip 286 451457732
Josip 286 981286061
Josip 287 877365273
Josip 290 593757978
Josip 291 897164565
Josip 292 484179045
Josip 293 891811092
Josip 294 118674888
Josip 294 872128718
Josip 296 426854398
Josip 296 691282601
Josip 297 803485916
Josip 299 107379352
Josip 300 79969891
Josip 297 999292731
Josip 297 999436178
Josip 302 563059545
Josip 300 851401779
Josip 304 591542222
Josip 306 536664534
Josip 306 988969977
Josip 308 14784731
Josip 307 781673655
Josip 307 819200169
Josip 308 951148100
Josip 309 969384393
Josip 313 106427703
Josip 313 409558255
Josip 314 704250528
Josip 312 941660477
Josip 316 363430884
Josip 315 879989156
Josip 319 438011764
Josip 317 946226993
Josip 321 759867862
Josip 322 492195723
Josip 322 825790444
Josip 323 815898015
Josip 323 962219896
Josip 325 846451583
Josip 327 857305311
Josip 327 901221889
Josip 329 595555914
Josip 329 843905076
Josip 330 547277997
Josip 331 435008659
Josip 331 924067135
Josip 334 615239592
Josip 334 753927346
Josip 335 334204790
Josip 337 384520216
Josip 337 726041957
Josip 336 925349723
Josip 336 964206892
Josip 341 114013162
Josip 338 795283909
Josip 341 997218982
Josip 341 999987464
Josip 344 157213471
Josip 346 429386025
Josip 346 681050281
Josip 345 927933212
Josip 346 893555365
Josip 347 535111023
Josip 351 129367197
Josip 352 738097716
Josip 351 919645221
Josip 354 154819429
Josip 353 244520298
Josip 354 716816540
Josip 355 834024369
Josip 356 856842124
Josip 358 806473402
Josip 360 186894415
Josip 359 936959275
Josip 360 746402911
Josip 360 989050845
Josip 363 731488026
Josip 365 690325375
Josip 366 837020658
Josip 367 895574942
Josip 367 912521593
Josip 367 977091547
Josip 368 825825989
Josip 371 218470654
Josip 370 981245814
Josip 372 992168567
Josip 372 998153426
Josip 374 294858486
Josip 376 926479824
Josip 376 962766461
Josip 376 989530896
Josip 377 276572153
Josip 378 344516797
Josip 381 354877727
Josip 380 803101957
Josip 382 798666634
Josip 383 745223511
Josip 384 468431618
Josip 386 54981441
Josip 387 506313128
Josip 387 844018378
Josip 389 976811259
Josip 389 976973754
Josip 389 988109974
Josip 391 660764047
Josip 392 870575260
Josip 392 957133118
Josip 394 661051601
Josip 395 805973784
Josip 395 921828918
Josip 398 433472103
Josip 396 919460872
Josip 399 250925011
Josip 397 976273728
Josip 402 805282202
Josip 402 926631218
Josip 403 932458956
Josip 405 502105211
Josip 406 438945542
Josip 407 282721038
Josip 407 789621841
Josip 408 559544097
Josip 408 796819991
Josip 408 845573686
Josip 411 435471162
Josip 410 995462664
Josip 414 23686792
Josip 415 913554288
Josip 416 916147151
Josip 417 357370479
Josip 418 312724132
Josip 417 916210419
Josip 418 833656985
Josip 418 938093947
Josip 418 956415179
Josip 418 989109314
Josip 418 992023023
Josip 425 332356034
Josip 423 792587087
Josip 425 796754856
Josip 427 215999228
Josip 425 978779062
Josip 424 990707465
Josip 424 991214720
Josip 429 321984307
Josip 426 975197491
Josip 428 686677639
Josip 433 329383849
Josip 434 433802538
Josip 433 804862605
Josip 438 940175070
Josip 438 993519828
Josip 438 994800603
Josip 438 999673464
Josip 438 999732411
Josip 438 999963035
Josip 444 330067290
Josip 439 925993295
Josip 446 44909644
Josip 445 898634325
Josip 447 452927847
Josip 449 572166871
Josip 450 169711959
Josip 450 289371418
Josip 452 350515009
Josip 453 698886877
Josip 454 306995711
Josip 454 326960505
Josip 455 956691735
Josip 456 995475857
Josip 456 999793054
Josip 459 480055180
Josip 458 903830294
Josip 460 551429943
Josip 461 133024803
Josip 463 285647793
Josip 463 518450383
Josip 463 820233017
Josip 464 915165415
Josip 465 922342087
Josip 467 265212452
Josip 466 738339645
Josip 467 836891424
Josip 468 745302781
Josip 470 767302850
Josip 468 895600553
Josip 472 940104043
Josip 472 957569739
Josip 473 844763739
Josip 476 387497173
Josip 476 389317520
Josip 478 141788817
Josip 480 633244814
Josip 478 831034479
Josip 479 998337153
Josip 483 54902641
Josip 481 535557895
Josip 484 274015739
Josip 484 827870897
Josip 483 912262667
Josip 484 861255431
Josip 485 905001132
Josip 488 344799276
Josip 491 529267143
Josip 490 900192242
Josip 492 748335582
Josip 493 752654064
Josip 494 349584779
Josip 495 837698705
Josip 497 263743394
Josip 498 918535852
Josip 499 658140141
Josip 500 294635808
Josip 499 996167507
Josip 499 996183579
Josip 500 897064583
Josip 503 925379273
Josip 503 927586101
Josip 503 978338025
Josip 504 974698897
Josip 508 976886905
Josip 509 965666160
Josip 510 505573543
Josip 511 754604414
Josip 512 95257735
Josip 513 743187378
Josip 514 886241865
Josip 515 650772989
Josip 516 512093805
Josip 516 769748936
Josip 518 282411338
Josip 517 922640314
Josip 519 921079508
Josip 520 607501628
Josip 521 92093643
Josip 522 655024421
Josip 523 802723564
Josip 524 405379112
Josip 525 385715606
Josip 527 269437785
Josip 528 890142703
Josip 529 113919197
Josip 529 258662698
Josip 529 884624511
Josip 532 541605673
Josip 532 826064607
Josip 532 990968115
Josip 535 75493738
Josip 533 628092268
Josip 534 608553383
Josip 534 935027814
Josip 534 970434971
Josip 540 225388972
Josip 537 987175333
Josip 540 676989583
Josip 540 961846525
Josip 541 757561873
Josip 540 985744809
Josip 546 493451493
Josip 545 549438556
Josip 548 512317038
Josip 549 934463400
Josip 550 287317869
Josip 551 674292579
Josip 550 964782660
Josip 553 709319143
Josip 552 993173848
Josip 553 994124437
Josip 553 995505765
Josip 553 995801194
Josip 554 755361466
Josip 558 529102076
Josip 559 745119121
Josip 559 757637166
Josip 560 710786309
Josip 563 780936317
Josip 564 850918024
Josip 564 912135303
Josip 566 617050489
Josip 565 748319386
Josip 565 780634156
Josip 567 852801394
Josip 570 316328845
Josip 570 608672401
Josip 572 451435682
Josip 573 306447050
Josip 574 755098632
Josip 575 351605599
Josip 575 735861064
Josip 577 784019907
Josip 577 983251705
Josip 578 507582282
Josip 579 841895943
Josip 580 555643958
Josip 579 988199846
Josip 581 937638105
Josip 582 967955689
Josip 584 57050421
Josip 582 978108165
Josip 585 624875954
Josip 586 945434507
Josip 586 990565545
Josip 587 986337596
Josip 588 772044430
Josip 588 927218760
Josip 590 655763474
Josip 593 638065495
Josip 592 909116293
Josip 594 776219125
Josip 593 923114913
Josip 594 930590213
Josip 595 541356247
Josip 596 736817789
Josip 599 724625718
Josip 600 694379457
Josip 600 918209168
Josip 603 748778321
Josip 604 777682490
Josip 605 931534643
Josip 606 918316383
Josip 608 734293699
Josip 607 990609232
Josip 609 603920246
Josip 609 632564351
Josip 612 305322829
Josip 610 974299948
Josip 612 407016882
Josip 612 795923021
Josip 613 963036310
Josip 617 31105208
Josip 616 896026650
Josip 617 719307174
Josip 617 965792789
Josip 617 980138664
Josip 618 953749172
Josip 623 654198858
Josip 621 967198243
Josip 622 998672701
Josip 624 821195499
Josip 624 874367598
Josip 624 946481870
Josip 627 218298995
Josip 629 572161022
Josip 627 735877331
Josip 629 721773066
Josip 631 857163138
Josip 631 889604004
Josip 635 331929538
Josip 636 54383766
Josip 635 462969158
Josip 637 798095292
Josip 639 672611607
Josip 640 376476272
Josip 640 877036227
Josip 640 930089111
Josip 642 169303163
Josip 644 30882690
Josip 645 304254219
Josip 643 686225351
Josip 642 932139609
Josip 645 979917928
Josip 649 642159348
Josip 648 948671795
Josip 649 844050024
Josip 651 695198771
Josip 651 727041769
Josip 653 126784333
Josip 650 968696448
Josip 656 19140897
Josip 657 500233055
Josip 653 737926229
Josip 656 906059266
Josip 659 721960624
Josip 660 597912772
Josip 658 987391770
Josip 661 890777441
Josip 664 31460178
Josip 665 205724952
Josip 662 987358682
Josip 666 408272132
Josip 664 828652564
Josip 667 991992749
Josip 670 623793019
Josip 671 800557086
Josip 671 894455707
Josip 671 972195594
Josip 673 473482076
Josip 673 923547637
Josip 674 978112278
Josip 674 996214459
Josip 675 613661313
Josip 676 654747835
Josip 680 817663240
Josip 680 905865992
Josip 680 946722232
Josip 681 596176699
Josip 681 766971513
Josip 681 839474212
Josip 686 548834182
Josip 687 693806642
Josip 688 448525818
Josip 689 280066185
Josip 689 869411525
Josip 691 382807873
Josip 692 419633914
Josip 693 239925199
Josip 692 668559860
Josip 692 987720940
Josip 693 610061525
Josip 697 720838655
Josip 698 78593022
Josip 699 874432296
Josip 698 981384263
Josip 700 136650683
Josip 701 997437251
Josip 703 703898901
Josip 704 881828389
Josip 705 734007974
Josip 705 965347923
Josip 706 283476449
Josip 708 690209556
Josip 708 746205597
Josip 710 920278998
Josip 709 988919295
Josip 711 793655130
Josip 713 625250047
Josip 714 958884807
Josip 715 335441784
Josip 715 675990468
Josip 715 737948006
Josip 718 718412564
Josip 718 870393858
Josip 720 117812155
Josip 721 109253409
Josip 719 661493931
Josip 719 757985954
Josip 722 720397436
Josip 722 978530719
Josip 724 996136668
Josip 724 998855748
Josip 724 999958287
Josip 726 933238814
Josip 726 996365415
Josip 727 989233836
Josip 727 998684534
Josip 733 952518343
Josip 733 979036790
Josip 735 880069372
Josip 735 969269328
Josip 734 996559076
Josip 736 924088808
Josip 738 983900741
Josip 738 985352322
Josip 737 993407709
Josip 740 269788393
Josip 740 742513631
Josip 742 879979207
Josip 745 868553916
Josip 746 870211436
Josip 746 932784062
Josip 747 914189089
Josip 748 916923668
Josip 749 94396976
Josip 751 889456464
Josip 752 419278327
Josip 752 903776693
Josip 752 920413809
Josip 752 982443347
Josip 755 244752196
Josip 754 904396112
Josip 757 799945163
Josip 756 990667175
Josip 758 502983215
Josip 758 927798116
Josip 761 466731218
Josip 759 935286323
Josip 762 211966018
Josip 759 995447895
Josip 765 206716428
Josip 766 957637351
Josip 767 780391013
Josip 765 995957286
Josip 768 953491155
Josip 768 991413192
Josip 769 999429509
Josip 773 321563640
Josip 771 999407635
Josip 774 814859464
Josip 775 700166908
Josip 777 486851142
Josip 776 995708437
Josip 777 940304566
Josip 779 473964209
Josip 777 975765005
Josip 781 694144008
Josip 782 992880199
Josip 783 385028382
Josip 783 720056245
Josip 786 761864524
Josip 786 872993393
Josip 787 198539697
Josip 787 728442054
Josip 788 736368938
Josip 790 400953101
Josip 791 392227928
Josip 790 619103594
Josip 790 868757890
Josip 790 886055163
Josip 794 432282987
Josip 795 535985095
Josip 794 937547542
Josip 796 983968511
Josip 798 723255812
Josip 801 217564727
Josip 799 950517834
Josip 802 984797005
Josip 804 321832832
Josip 805 573164053
Josip 804 933786728
Josip 807 424851045
Josip 807 795689261
Josip 806 957080600
Josip 808 955397623
Josip 810 792688212
Josip 811 581100238
Josip 811 610979125
Josip 814 975310737
Josip 815 459820045
Josip 815 652588936
Josip 817 303244762
Josip 818 892355602
Josip 819 382251919
Josip 819 481679868
Josip 821 99112309
Josip 819 752925948
Josip 821 475208905
Josip 819 961140225
Josip 822 979209259
Josip 822 997132508
Josip 827 729539545
Josip 828 24558003
Josip 828 253893598
Josip 827 987339567
Josip 831 546233509
Josip 831 617357896
Josip 832 887959394
Josip 834 956074612
Josip 835 679496602
Josip 836 842715318
Josip 836 918790163
Josip 838 549743868
Josip 838 658620757
Josip 837 923193115
Josip 839 453590159
Josip 839 952929536
Josip 841 864387847
Josip 842 731337112
Josip 843 548464731
Josip 845 330508621
Josip 844 418947247
Josip 844 637724430
Josip 847 375680830
Josip 846 818951915
Josip 850 886274619
Josip 851 887612653
Josip 851 928461255
Josip 853 201741609
Josip 854 802481367
Josip 855 864460484
Josip 857 85421426
Josip 857 522223433
Josip 859 298907319
Josip 860 665706658
Josip 860 666410637
Josip 862 69725990
Josip 861 194357468
Josip 864 277658481
Josip 863 676938555
Josip 866 436221388
Josip 865 873208581
Josip 868 18345601
Josip 869 772818096
Josip 868 980678634
Josip 871 966582370
Josip 871 966708698
Josip 871 979462912
Josip 871 988558846
Josip 874 464609683
Josip 876 896621786
Josip 876 913465217
Josip 877 947370603
Josip 878 967631418
Josip 879 446532850
Josip 879 479071521
Josip 879 638486715
Josip 881 389407349
Josip 881 804417719
Josip 882 939484163
Josip 882 965179147
Josip 885 686604002
Josip 885 898468939
Josip 886 872929046
Josip 889 935037191
Josip 889 953285305
Josip 891 501562709
Josip 891 576760380
Josip 892 783140221
Josip 891 910283742
Josip 894 678988886
Josip 895 567099468
Josip 896 768575238
Josip 899 987031265
Josip 900 945023452
Josip 900 982999385
Josip 900 997414586
Josip 902 475161590
Josip 903 550852959
Josip 902 778589925
Josip 902 874492219
Josip 906 839136796
Josip 908 104283415
Josip 906 964991888
Josip 908 241999008
Josip 910 647685586
Josip 908 787824201
Josip 912 115544196
Josip 912 736542560
Josip 914 826546660
Josip 912 969265000
Josip 912 977280542
Josip 914 936548393
Josip 915 486885924
Josip 920 951405063
Josip 921 578352769
Josip 922 960781744
Josip 923 484489095
Josip 923 566061501
Josip 925 95703825
Josip 923 974664448
Josip 927 671849202
Josip 926 988149021
Josip 926 989211804
Josip 927 814259652
Josip 931 473769277
Josip 931 624552775
Josip 928 774288567
Josip 929 791998210
Josip 928 888942028
Josip 931 927523421
Josip 935 725307949
Josip 934 888816367
Josip 933 977398624
Josip 936 955169944
Josip 941 243564543
Josip 940 399729422
Josip 939 593000430
Josip 943 964808363
Josip 944 894387970
Josip 944 996179478
Josip 947 151673679
Josip 945 510630278
Josip 947 825467268
Josip 947 965776299
Josip 951 612237012
Josip 951 980590517
Josip 951 997241435
Josip 952 993791870
Josip 954 833810047
Josip 955 785467701
Josip 956 803498221
Josip 957 732483427
Josip 957 835535876
Josip 957 902960204
Josip 960 808884065
Josip 962 405532827
Josip 962 446414670
Josip 964 302006227
Josip 964 343504672
Josip 965 507916277
Josip 963 915477607
Josip 964 921777977
Josip 968 935889130
Josip 968 974438995
Josip 969 943479415
Josip 969 958036154
Josip 973 499597859
Josip 973 735050295
Josip 971 813694594
Josip 974 711059024
Josip 977 553375218
Josip 976 984415084
Josip 978 408587466
Josip 977 979222524
Josip 980 927356292
Josip 980 939853642
Josip 980 996483235
Josip 982 811887713
Josip 985 12306768
Josip 983 887482264
Josip 987 725848618
Josip 985 958054722
Josip 987 905749610
Josip 986 991929391
Josip 987 998386476
Josip 990 570653504
Josip 993 555722722
Josip 993 579209517
Josip 994 142538470
Josip 996 221634563
Josip 996 813882120
Josip 994 977634353
Josip 996 944420272
