1000
Patrik 426858723
Patrik 812446421
Josip 117 509844992
Josip 116 970809224
Josip 120 655364919
Josip 121 596070941
Josip 121 850156736
Josip 123 566956095
Josip 124 390219442
Josip 123 979826372
Josip 126 250510017
Josip 125 750742415
Josip 126 816979008
Josip 129 700049652
Josip 128 869074207
Josip 130 708143537
Josip 131 998115210
Josip 133 272856592
Josip 133 435688035
Josip 132 883935683
Josip 136 501326744
Josip 136 560851553
Josip 138 735992688
Josip 138 861635389
Josip 140 852394353
Josip 140 943573986
Josip 141 683026693
Josip 141 988099519
Josip 144 394063196
Josip 144 504785831
Josip 144 938038573
Josip 147 131118635
Josip 147 303990710
Josip 149 569445094
Josip 148 884491844
Josip 151 198908147
Josip 152 593260588
Josip 151 892039029
Josip 154 701536823
Josip 154 758500803
Josip 155 856749065
Josip 155 859719561
Josip 157 930348475
Josip 158 943638450
Josip 159 794769693
Josip 161 575127785
Josip 162 580838063
Josip 162 681783234
Josip 162 977445864
Josip 164 755266944
Josip 166 304657028
Josip 166 483704623
Josip 166 974453954
Josip 166 991312890
Josip 170 937410633
Josip 170 946154694
Josip 171 337028945
Josip 173 300672364
Josip 174 211476912
Josip 174 719021766
Josip 176 754941172
Josip 176 878565608
Josip 177 617136128
Josip 177 958941081
Josip 177 985020979
Josip 181 823840538
Josip 181 845953596
Josip 182 280413663
Josip 182 573805875
Josip 185 55233670
Josip 186 344591087
Josip 187 399159261
Josip 188 729846426
Josip 189 526338226
Josip 190 282433342
Josip 190 489162280
Josip 191 436590904
Josip 192 311414001
Josip 191 816321879
Josip 194 811198660
Josip 194 880889106
Josip 197 784806792
Josip 196 961566372
Josip 199 628617712
Josip 198 806054699
Josip 198 905858371
Josip 198 965476539
Josip 199 994070890
Josip 202 269937897
Josip 205 357986884
Josip 202 769333030
Josip 206 196291135
Josip 202 960680824
Josip 204 977147843
Josip 207 770855299
Josip 208 873298622
Josip 211 678700978
Josip 211 940849346
Josip 212 872789618
Josip 215 741218498
Josip 216 122949410
Josip 215 937757664
Josip 218 877911141
Josip 219 471747958
Josip 220 97309315
Josip 220 172846710
Josip 221 502770885
Josip 223 177167066
Josip 221 790337134
Josip 221 872977723
Josip 221 963370349
Josip 226 615949553
Josip 226 908730182
Josip 227 954444050
Josip 230 75131483
Josip 228 600092771
Josip 229 925411829
Josip 232 829557671
Josip 232 892453933
Josip 231 992706683
Josip 236 94026417
Josip 235 333474128
Josip 237 262432329
Josip 238 429385028
Josip 239 837882623
Josip 239 997163729
Josip 241 327960266
Josip 241 878711306
Josip 242 734972057
Josip 245 650055597
Josip 244 697290512
Josip 246 611382730
Josip 248 345589030
Josip 248 878545760
Josip 248 945630242
Josip 249 912370274
Josip 252 354987224
Josip 250 810413885
Josip 250 913259903
Josip 253 371549482
Josip 256 296279290
Josip 253 751093741
Josip 253 885648889
Josip 258 567519803
Josip 258 962237607
Josip 259 835556764
Josip 262 279749498
Josip 262 535380661
Josip 262 883677313
Josip 262 896240911
Josip 265 830873388
Josip 266 859832594
Josip 265 937165968
Josip 267 127547319
Josip 270 263092905
Josip 268 853443983
Josip 272 803916082
Josip 272 993222443
Josip 273 472755663
Josip 274 432223700
Josip 273 804591758
Josip 277 880010372
Josip 277 999994474
Josip 278 497343216
Josip 279 763529991
Josip 281 392179286
Josip 280 885589123
Josip 281 823410997
Josip 281 986047084
Josip 283 612240270
Josip 285 393743122
Josip 284 935152769
Josip 284 996023183
Josip 288 999934616
Josip 289 945363880
Josip 289 946731380
Josip 290 494918733
Josip 293 148132202
Josip 292 777220817
Josip 292 886791223
Josip 296 75054753
Josip 296 271722104
Josip 293 887106897
Josip 294 824277247
Josip 298 608538709
Josip 298 879889988
Josip 299 793108434
Josip 302 745812391
Josip 304 824598961
Josip 305 737966058
Josip 306 325552793
Josip 307 859075697
Josip 308 737469997
Josip 308 949175568
Josip 309 406389622
Josip 311 219487574
Josip 309 848315405
Josip 312 536128736
Josip 311 942948453
Josip 311 960672949
Josip 312 745289120
Josip 313 831463215
Josip 314 860526820
Josip 316 806412783
Josip 320 908546366
Josip 321 43543942
Josip 321 611909493
Josip 322 871610628
Josip 322 957106357
Josip 323 987553090
Josip 323 994329561
Josip 323 996183652
Josip 326 103183342
Josip 325 772296648
Josip 327 527605940
Josip 329 566986551
Josip 332 47097525
Josip 327 922270777
Josip 331 599428796
Josip 331 810751054
Josip 334 821198578
Josip 334 934354052
Josip 338 523441468
Josip 338 643079174
Josip 338 866218257
Josip 337 993711376
Josip 337 996485247
Josip 337 998140656
Josip 340 957699637
Josip 340 988072699
Josip 345 955416095
Josip 346 933335098
Josip 347 516466774
Josip 348 553292539
Josip 349 306228615
Josip 349 605299205
Josip 349 852878898
Josip 351 653420226
Josip 350 930938914
Josip 349 980000015
Josip 355 600016885
Josip 355 987563514
Josip 358 862577115
Josip 358 959096478
Josip 358 965551565
Josip 358 966729727
Josip 361 313989899
Josip 360 660976371
Josip 364 381986857
Josip 365 116777059
Josip 364 923126865
Josip 367 117348397
Josip 367 377435441
Josip 366 990525071
Josip 368 841494794
Josip 367 980149304
Josip 371 861608566
Josip 373 724374661
Josip 374 906922125
Josip 374 949053707
Josip 376 431426198
Josip 377 836504992
Josip 378 368616781
Josip 379 988593693
Josip 379 993499634
Josip 380 132581813
Josip 380 891052627
Josip 381 955043373
Josip 384 649840901
Josip 384 771657525
Josip 386 772238356
Josip 385 985483162
Josip 386 971054528
Josip 389 354773529
Josip 388 906437030
Josip 389 988558375
Josip 389 995656400
Josip 392 496749294
Josip 391 737612405
Josip 393 722106057
Josip 393 929897454
Josip 394 498895408
Josip 396 300910137
Josip 397 779173469
Josip 398 924715042
Josip 401 423009644
Josip 401 493886234
Josip 402 150765858
Josip 400 986784643
Josip 403 577758610
Josip 405 744441856
Josip 407 57719493
Josip 408 555630096
Josip 409 502082966
Josip 410 647086864
Josip 411 120625348
Josip 410 956961412
Josip 411 639414065
Josip 413 688868035
Josip 411 999057765
Josip 416 366620798
Josip 416 505757302
Josip 416 674488157
Josip 415 874913459
Josip 418 894613110
Josip 420 642163576
Josip 420 793926940
Josip 419 996111498
Josip 423 934162879
Josip 423 985692872
Josip 424 993734433
Josip 423 998478119
Josip 427 383668081
Josip 427 750736490
Josip 426 777301686
Josip 429 591863524
Josip 429 721743561
Josip 431 805955751
Josip 432 643140462
Josip 435 357784206
Josip 435 425892693
Josip 433 985735558
Josip 433 990521042
Josip 437 859223798
Josip 440 868378971
Josip 440 917337117
Josip 442 735956538
Josip 443 715367497
Josip 443 771193949
Josip 445 926007498
Josip 445 948001371
Josip 446 184415547
Josip 447 636796348
Josip 446 912183926
Josip 447 956996677
Josip 450 883618046
Josip 451 898135260
Josip 451 909590298
Josip 453 407316488
Josip 454 421677426
Josip 454 753395427
Josip 455 998496070
Josip 457 863509073
Josip 457 975960516
Josip 460 453619672
Josip 459 872814439
Josip 461 942056722
Josip 462 994391558
Josip 463 435276459
Josip 463 487137340
Josip 464 164458822
Josip 464 431141568
Josip 463 988667124
Josip 467 523801836
Josip 466 869065874
Josip 466 985197536
Josip 469 663976580
Josip 473 525496863
Josip 474 48455524
Josip 475 900957853
Josip 476 149195402
Josip 476 745898215
Josip 477 643496421
Josip 479 841881961
Josip 478 947765895
Josip 480 992897299
Josip 480 993340651
Josip 482 863919918
Josip 483 939178409
Josip 483 954247418
Josip 482 991816192
Josip 486 624492805
Josip 488 125978427
Josip 488 671725102
Josip 488 979994830
Josip 491 106707119
Josip 491 757027430
Josip 493 68916519
Josip 491 904893529
Josip 492 816799917
Josip 495 254555086
Josip 497 12857086
Josip 498 166774413
Josip 494 759750100
Josip 493 933082235
Josip 494 904505641
Josip 498 812898099
Josip 502 619695170
Josip 502 904139041
Josip 504 741251976
Josip 506 617070144
Josip 507 518743216
Josip 508 349765482
Josip 507 946236212
Josip 507 997752202
Josip 507 998401595
Josip 508 710000152
Josip 509 423151416
Josip 511 630234289
Josip 515 329303863
Josip 514 785406598
Josip 515 936553245
Josip 517 585445213
Josip 519 10824284
Josip 516 773018138
Josip 518 620466418
Josip 522 878706705
Josip 522 896686841
Josip 523 806550107
Josip 525 49075672
Josip 525 290071418
Josip 525 594430155
Josip 527 613601644
Josip 527 989289039
Josip 529 944130766
Josip 530 697305028
Josip 531 462895729
Josip 533 250568467
Josip 534 25600102
Josip 533 348148773
Josip 536 223958649
Josip 533 882840687
Josip 535 714180642
Josip 534 904782311
Josip 534 922745057
Josip 541 716078301
Josip 542 530260750
Josip 543 919965043
Josip 543 937560072
Josip 544 184554228
Josip 545 468309493
Josip 544 806656696
Josip 548 633385583
Josip 548 950701341
Josip 550 411563544
Josip 549 866983581
Josip 549 883754707
Josip 552 143982182
Josip 553 478951794
Josip 554 575729664
Josip 552 924218021
Josip 555 723952055
Josip 557 927529177
Josip 559 792961250
Josip 560 343096010
Josip 561 389368477
Josip 562 854266935
Josip 562 967921849
Josip 562 973746799
Josip 562 977158889
Josip 564 936667482
Josip 565 976403665
Josip 566 980311307
Josip 564 998844600
Josip 570 174477938
Josip 569 711677896
Josip 572 885700496
Josip 572 973529734
Josip 572 984474772
Josip 573 261170543
Josip 574 430921682
Josip 577 90366769
Josip 578 154248067
Josip 579 843127773
Josip 580 485680324
Josip 580 922852857
Josip 581 990436693
Josip 583 823952409
Josip 583 992734574
Josip 584 840672222
Josip 586 870098613
Josip 586 914671633
Josip 588 708809849
Josip 589 881794585
Josip 589 951184177
Josip 591 693417950
Josip 592 801513274
Josip 592 804539824
Josip 592 937540532
Josip 593 831016335
Josip 593 938692041
Josip 594 994430685
Josip 597 190131346
Josip 598 307127989
Josip 600 758933787
Josip 599 976684258
Josip 599 985895043
Josip 603 302732879
Josip 602 720587736
Josip 605 57658591
Josip 603 795558662
Josip 603 891160409
Josip 602 923545224
Josip 604 731691579
Josip 610 304523877
Josip 608 735627251
Josip 610 773427232
Josip 613 662530880
Josip 612 876883333
Josip 615 633487880
Josip 616 44540971
Josip 617 815507417
Josip 617 970319938
Josip 618 891496382
Josip 618 960585713
Josip 621 191427002
Josip 622 400082509
Josip 623 344185395
Josip 623 605918015
Josip 624 967297529
Josip 625 753961013
Josip 625 953149370
Josip 626 392875092
Josip 629 884598400
Josip 630 703448879
Josip 631 955479333
Josip 632 281440064
Josip 632 382745113
Josip 632 998072168
Josip 632 999768189
Josip 636 558253640
Josip 636 564194691
Josip 637 510541128
Josip 638 766276174
Josip 640 654313195
Josip 640 928391661
Josip 640 949994466
Josip 643 495363001
Josip 644 207503047
Josip 642 954306769
Josip 644 687262500
Josip 646 790600395
Josip 646 852449791
Josip 647 949711036
Josip 649 881090226
Josip 651 325667927
Josip 650 900585225
Josip 650 935966145
Josip 650 976063622
Josip 652 417158271
Josip 655 324453292
Josip 654 416777667
Josip 651 942612698
Josip 657 198141503
Josip 658 506626828
Josip 658 926438804
Josip 661 421222428
Josip 659 932157404
Josip 663 308586460
Josip 663 385667815
Josip 662 803608162
Josip 665 519006675
Josip 663 990198171
Josip 662 998522587
Josip 662 999124708
Josip 666 996331219
Josip 667 787145974
Josip 668 870414379
Josip 669 939828486
Josip 669 944963756
Josip 674 651416147
Josip 677 996662165
Josip 677 998688487
Josip 678 605782554
Josip 678 746832062
Josip 680 310032669
Josip 678 953490677
Josip 683 844807175
Josip 683 909740373
Josip 682 950054956
Josip 682 972132668
Josip 687 888118468
Josip 684 988258566
Josip 689 692124438
Josip 690 515741828
Josip 690 734789586
Josip 690 964599815
Josip 693 928532639
Josip 693 975961052
Josip 693 992588307
Josip 694 325629609
Josip 697 377593671
Josip 695 797813096
Josip 699 831563048
Josip 698 974281888
Josip 700 118939604
Josip 699 975277221
Josip 701 831009517
Josip 703 960252151
Josip 703 964223136
Josip 703 982124576
Josip 703 991960408
Josip 704 689578684
Josip 706 934905786
Josip 710 110781107
Josip 709 686224137
Josip 710 682040558
Josip 712 612585448
Josip 713 222476444
Josip 711 963828560
Josip 711 983149080
Josip 716 58012795
Josip 712 991326810
Josip 719 738904830
Josip 720 542919866
Josip 721 299384461
Josip 721 869940333
Josip 721 952332876
Josip 723 615090952
Josip 725 154588231
Josip 724 931995001
Josip 727 103022304
Josip 727 387368032
Josip 726 730229895
Josip 726 871448848
Josip 731 887330615
Josip 731 977034381
Josip 732 173000998
Josip 733 840098141
Josip 734 956305770
Josip 736 143479011
Josip 736 817741163
Josip 737 932117481
Josip 739 946991672
Josip 740 679867154
Josip 741 569067013
Josip 742 473733389
Josip 742 503630453
Josip 742 571180792
Josip 745 957542800
Josip 746 410407412
Josip 747 420746917
Josip 746 854952570
Josip 746 907272765
Josip 747 973028735
Josip 751 929928554
Josip 752 269893525
Josip 752 841939973
Josip 754 537734923
Josip 754 983937723
Josip 755 700560975
Josip 755 704816640
Josip 756 790517671
Josip 759 737798371
Josip 760 158130884
Josip 759 941144373
Josip 761 991479310
Josip 763 143432976
Josip 764 652501168
Josip 765 965419788
Josip 765 981627628
Josip 766 201081801
Josip 766 309411457
Josip 767 369019573
Josip 766 774455029
Josip 771 906611845
Josip 771 983289429
Josip 772 632507968
Josip 772 688446390
Josip 774 526672118
Josip 775 691532209
Josip 774 884319519
Josip 775 894065492
Josip 774 960483371
Josip 774 983068020
Josip 774 988474247
Josip 780 813014701
Josip 783 250574689
Josip 783 251094779
Josip 785 498322044
Josip 785 517932624
Josip 786 117343748
Josip 788 301865970
Josip 788 532529355
Josip 787 804845151
Josip 791 627621307
Josip 791 906527326
Josip 791 960868620
Josip 792 600404779
Josip 792 693429949
Josip 793 980337141
Josip 794 943584482
Josip 796 817505074
Josip 795 987132117
Josip 797 515903482
Josip 797 857898161
Josip 801 867236720
Josip 802 582238491
Josip 802 982567083
Josip 803 561287587
Josip 803 706074808
Josip 803 894304266
Josip 807 867103379
Josip 808 940397485
Josip 808 985467260
Josip 809 620820563
Josip 811 776327777
Josip 810 883142039
Josip 811 839773385
Josip 814 601862004
Josip 815 696596097
Josip 813 796301315
Josip 818 822874279
Josip 818 967974448
Josip 818 970809433
Josip 820 749963062
Josip 822 805491915
Josip 822 884774311
Josip 824 604740646
Josip 824 608211688
Josip 824 690430238
Josip 827 464720802
Josip 826 925416251
Josip 828 450712944
Josip 826 998332688
Josip 829 74637363
Josip 831 750236396
Josip 831 905508856
Josip 833 424211196
Josip 833 465179163
Josip 835 352344363
Josip 837 845564442
Josip 837 958549222
Josip 839 307096694
Josip 840 452020047
Josip 838 995961234
Josip 839 917819975
Josip 841 179133843
Josip 843 983590355
Josip 845 896317983
Josip 846 580804177
Josip 847 424480740
Josip 847 596751159
Josip 848 619906635
Josip 848 810225741
Josip 848 973268396
Josip 850 401003125
Josip 851 820111459
Josip 853 714718669
Josip 851 934366454
Josip 852 792684744
Josip 855 419909060
Josip 857 975314032
Josip 856 996804513
Josip 856 997349902
Josip 858 644583443
Josip 862 769273603
Josip 859 854665430
Josip 864 165588841
Josip 862 988132155
Josip 866 257275018
Josip 866 678740584
Josip 866 741773074
Josip 868 478543078
Josip 869 502756606
Josip 868 723847807
Josip 868 748652623
Josip 870 287073326
Josip 874 832960110
Josip 873 989415767
Josip 873 994310904
Josip 876 915699843
Josip 877 927751995
Josip 876 996977421
Josip 878 274360162
Josip 879 698249189
Josip 880 970551582
Josip 882 835248813
Josip 884 16307611
Josip 885 913967771
Josip 885 926303599
Josip 886 243320245
Josip 887 733166323
Josip 888 918070098
Josip 888 941613698
Josip 890 242635620
Josip 890 580878484
Josip 891 945281751
Josip 891 967257418
Josip 894 719937182
Josip 895 836489476
Josip 896 964154510
Josip 897 939095531
Josip 898 507763328
Josip 899 541924234
Josip 898 885870308
Josip 900 743717381
Josip 900 959346136
Josip 902 637223685
Josip 902 962839656
Josip 903 696830345
Josip 907 913878564
Josip 908 422177698
Josip 909 62579361
Josip 908 768095078
Josip 909 915453529
Josip 912 351615479
Josip 911 982992966
Josip 913 116351044
Josip 913 729142237
Josip 914 894543486
Josip 917 418262904
Josip 918 941680318
Josip 919 296365367
Josip 920 281145027
Josip 920 660745268
Josip 919 981186943
Josip 923 565565356
Josip 923 763069745
Josip 925 59338854
Josip 924 646731725
Josip 925 585090008
Josip 926 675006829
Josip 927 976358346
Josip 929 971384628
Josip 930 666640517
Josip 931 475718647
Josip 930 791890445
Josip 934 916570619
Josip 935 845026678
Josip 936 972716364
Josip 936 986669340
Josip 937 311555646
Josip 938 849104591
Josip 937 864805160
Josip 938 871781440
Josip 941 508687645
Josip 940 754394949
Josip 942 808244015
Josip 940 987562935
Josip 945 218079157
Josip 943 949357805
Josip 947 849882797
Josip 949 362162179
Josip 950 688484404
Josip 951 606332298
Josip 951 979431335
Josip 953 840907698
Josip 954 597561339
Josip 954 855600654
Josip 956 436704514
Josip 956 928983450
Josip 956 930388893
Josip 959 114550218
Josip 960 143919094
Josip 960 418305952
Josip 962 284141387
Josip 958 854216953
Josip 960 885454028
Josip 964 598634743
Josip 963 668317910
Josip 966 905545968
Josip 966 968735331
Josip 967 949154265
Josip 969 901972499
Josip 971 207491463
Josip 971 694867163
Josip 973 619869283
Josip 973 668190009
Josip 973 817138831
Josip 974 577223160
Josip 975 869072386
Josip 978 997891840
Josip 978 999427304
Josip 979 712254748
Josip 979 787881719
Josip 979 955041947
Josip 983 414435088
Josip 982 828244059
Josip 984 968215571
Josip 984 983111096
Josip 987 315677087
Josip 987 624250849
Josip 987 730270663
Josip 986 799061024
Josip 986 942336919
Josip 992 976876080
Josip 992 996223044
Josip 992 999376943
Josip 995 11108713
Josip 995 518514569
Josip 994 733959592
Josip 998 707891482
Josip 999 669903284
